isbn,Series,name,Rating,Review,Type of Book,Age Level,Grade Level,Lexile Score,Number of Pages,Language,Size,Publisher,Publication Date,ISBN 10,ISBN 13,Author ,Author 2,Author 3,Main Image,,Image 3
9781665928380,Little Pookie,"Happy Easter, Little Pookie",4.9,280,Board book,"1 - 3 years, from customers",Preschool - Kindergarten,Not known,18 pages,English,5 x 0.6 x 5.75 inches,Boynton Bookworks,"January 31, 2023",1665928387,9781665928380,Sandra Boynton,,,https://m.media-amazon.com/images/I/41wb5YzZV8L._US218_.jpg,https://m.media-amazon.com/images/I/5146W37aQpL._US218_.jpg,https://m.media-amazon.com/images/I/41Syi3Dht2L._US218_.jpg
B008NWZJO4,Little Pookie,"Night-Night, Little Pookie [NIGHT NIGHT LITTLE POOKIE-BOAR] [Board Books]",4.9,"1,133",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Robin Corey Books-,Not known,Not known,Not known,,,,https://m.media-amazon.com/images/I/41TuAXDp+fL._US218_.jpg,,
B00BR9X33E,Little Pookie,"Night-Night, Little Pookie (Pookie Books) by Boynton, Sandra (Brdbk Edition) [Boardbook(2009)]",4.9,"1,128",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Robin Corey Books,"January 1, 1994",Not known,Not known,aa,,,https://m.media-amazon.com/images/I/41Dz9c04Z0L._US218_.jpg,,
B00BXUFKJW,Little Pookie,"What's Wrong, Little Pookie? by Boynton, Sandra [2007]",4.9,872,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Robin Corey Books, 2007",Not known,Not known,Not known,Boynton,,,https://m.media-amazon.com/images/I/41O6g73T-bL._US218_.jpg,,
B00E82J2VY,Little Pookie,Little Pookie [Board book] [2011]  Sandra Boynton,4.9,587,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Robin Corey Books, 2011",Not known,Not known,Not known,Boynton,,,https://m.media-amazon.com/images/I/21OkiNWnE8L._US218_.jpg,,
B00N4F18N6,Little Pookie,"By Sandra Boynton Happy Birthday, Little Pookie (Pookie Books) (Brdbk)",4.9,"1,266",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Robin Corey Books, 2010",Not known,Not known,Not known,Boynton,,,https://m.media-amazon.com/images/I/21mcueyokrL._US218_.jpg,,
B00P23OZJW,Little Pookie,"Let's Dance, Little Pookie by Boynton, Sandra [Robin Corey Books, 2008] Board book [Board book]",4.9,700,Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,"Robin Corey Books, 2008",Not known,Not known,Not known,Boynton,,,https://m.media-amazon.com/images/I/21ELkDXOQqL._US218_.jpg,,
B0197P9TAK,Little Pookie,By Sandra Boynton - Spooky Pookie (Brdbk) (2015-07-22) [Board book],4.9,"8,363",Hardcover,"1 - 3 years, from customers",Not known,Not known,Not known,English,Not known,Robin Corey Books,"July 22, 2015",Not known,Not known,Sandra Boynton,,,https://m.media-amazon.com/images/I/41F-EG46wVL._US218_.jpg,,
9780241372975,Little World,Little World: To the Moon: A push-and-pull adventure,4.5,282,Board book,2 - 4 years,Not known,Not known,8 pages,English,6.97 x 0.59 x 7.01 inches,Ladybird,"July 4, 2019",241372976,9780241372975,Alix Bosco,,,https://m.media-amazon.com/images/I/5158qt4Y4FL._US218_.jpg,https://m.media-amazon.com/images/I/41caLx63FBL._US218_.jpg,https://m.media-amazon.com/images/I/417glGNg0aL._US218_.jpg
9780241372999,Little World,Little World: In the City: A push-and-pull adventure,4.5,210,Board book,2 - 4 years,Not known,Not known,8 pages,English,7.09 x 0.59 x 7.09 inches,Ladybird,"July 4, 2019",241372992,9780241372999,Alix Bosco,,,https://m.media-amazon.com/images/I/51BLqxAIjGL._US218_.jpg,https://m.media-amazon.com/images/I/513TLiPnq4L._US218_.jpg,https://m.media-amazon.com/images/I/51TL9A7-aRL._US218_.jpg
9780241373002,Little World,Little World: Jungle Journey: A push-and-pull adventure,4.5,325,Board book,2 - 4 years,Not known,Not known,10 pages,English,6.97 x 0.55 x 7.05 inches,Ladybird,"September 5, 2019",024137300X,9780241373002,,,,https://m.media-amazon.com/images/I/51145PXMgYL._US218_.jpg,https://m.media-amazon.com/images/I/51P+CJyuVSL._US218_.jpg,https://m.media-amazon.com/images/I/51LxfE7nkPL._US218_.jpg
9780241373019,Little World,Little World: Under the Sea: A push-and-pull adventure,4.5,279,Board book,2 - 4 years,Not known,Not known,10 pages,English,7.05 x 0.55 x 7.09 inches,Ladybird,"September 5, 2019",241373018,9780241373019,,,,https://m.media-amazon.com/images/I/51kJWLVEjXL._US218_.jpg,https://m.media-amazon.com/images/I/41Lq3jwijpL._US218_.jpg,https://m.media-amazon.com/images/I/51JKhl1fE6L._US218_.jpg
9780241410530,Little World,Little World At the Airport,4.7,206,Board book,Not known,Not known,Not known,Not known,English,7.01 x 0.55 x 7.01 inches,Ladybird,Not known,241410533,9780241410530,Alix Bosco,,,https://m.media-amazon.com/images/I/51DkAa7bDcL._US218_.jpg,https://m.media-amazon.com/images/I/51J119ck4nS._US218_.jpg,https://m.media-amazon.com/images/I/511XcB1GtjS._US218_.jpg
9780241410547,Little World,Little World On the Beach,4.6,65,Board book,Not known,Not known,Not known,Not known,English,7.01 x 0.59 x 7.01 inches,Ladybird,Not known,241410541,9780241410547,Alix Bosco,,,https://m.media-amazon.com/images/I/51FEtVTKlWL._US218_.jpg,https://m.media-amazon.com/images/I/41GP7xVpqeS._US218_.jpg,https://m.media-amazon.com/images/I/41nWDP6aqIS._US218_.jpg
9780241416723,Little World,Little World: On the Farm: A push-and-pull adventure,4.5,56,Board book,2 - 5 years,Not known,Not known,Not known,English,7.01 x 0.67 x 7.01 inches,Ladybird,"August 6, 2020",241416728,9780241416723,,,,https://m.media-amazon.com/images/I/517j4WrQ3kL._US218_.jpg,https://m.media-amazon.com/images/I/41t8-IW772S._US218_.jpg,https://m.media-amazon.com/images/I/41Sn-Q0Og3S._US218_.jpg
9780241416747,Little World,Little World: Shopping Trip: A push-and-pull adventure,4.7,18,Board book,2 - 5 years,Not known,Not known,Not known,English,6.97 x 0.67 x 6.97 inches,Ladybird,"August 6, 2020",241416744,9780241416747,,,,https://m.media-amazon.com/images/I/51vdAAOE1aL._US218_.jpg,https://m.media-amazon.com/images/I/51QvrpZqt1L._US218_.jpg,https://m.media-amazon.com/images/I/51vZ1jgsOIL._US218_.jpg
9780241446010,Little World,Little World: On Safari,4.6,21,Board book,Not known,Not known,Not known,Not known,English,7.01 x 0.51 x 7.01 inches,LADYBIRD,Not known,241446015,9780241446010,,,,https://m.media-amazon.com/images/I/51IEwoBrv5L._US218_.jpg,https://m.media-amazon.com/images/I/41pDYeCIepS._US218_.jpg,https://m.media-amazon.com/images/I/4177cu2PcVS._US218_.jpg
9780241446034,Little World,Little World: Building Site,4.2,22,Board book,Not known,Not known,Not known,Not known,English,7.01 x 0.51 x 7.01 inches,LADYBIRD,Not known,241446031,9780241446034,,,,https://m.media-amazon.com/images/I/51EK2k65NVL._US218_.jpg,https://m.media-amazon.com/images/I/41LMxLIbxIL._US218_.jpg,https://m.media-amazon.com/images/I/41Fp2dCKIxL._US218_.jpg
9780241446058,Little World,Little World: in the Forest,5,6,Board book,Not known,Not known,Not known,Not known,English,7.17 x 0.79 x 7.05 inches,Not known,Not known,241446058,9780241446058,,,,https://m.media-amazon.com/images/I/51e-1OtWzmL._US218_.jpg,https://m.media-amazon.com/images/I/41ul45sWXcS._US218_.jpg,https://m.media-amazon.com/images/I/51F3o8JPOSS._US218_.jpg
9780241446072,Little World,Little World: on the Train,4,11,Board book,Not known,Not known,Not known,Not known,English,7.09 x 0.55 x 7.01 inches,Ladybird,Not known,241446074,9780241446072,,,,https://m.media-amazon.com/images/I/51GQAHu3ogL._US218_.jpg,https://m.media-amazon.com/images/I/41A1DbQqX6S._US218_.jpg,https://m.media-amazon.com/images/I/41Ad7flSrbS._US218_.jpg
9780670013951,Llama Llama (Picture Books,Llama Llama and the Bully Goat,4.8,963,Hardcover,"2 - 5 years, from customers",Not known,AD330L,40 pages,English,10.38 x 0.4 x 10.56 inches,Viking Books for Young Readers,"August 6, 2013",670013951,978-0545648660,Anna Dewdney,,,https://m.media-amazon.com/images/I/610mH+Nuw9L._US218_.jpg,,
9780451469908,Llama Llama (Picture Books),Llama Llama Red Pajama: Gift Edition,4.8,"11,747",Hardcover,"1 - 3 years, from customers",Preschool - Kindergarten,AD420L,40 pages,English,10.38 x 0.82 x 10.88 inches,Viking Books for Young Readers,"October 21, 2014",451469909,9780451469908,Anna Dewdney,,,https://m.media-amazon.com/images/I/61ukfQqta2L._US218_.jpg,https://m.media-amazon.com/images/I/31QpRIgHc0L._US218_.jpg,Not known._US218_.jpg
9780545648660,Llama Llama (Picture Books),Llama Llama and the Bully Goat,4.8,958,Hardcover,"2 - 5 years, from customers",Not known,AD330L,40 pages,English,10.38 x 0.4 x 10.56 inches,Viking Books for Young Readers,"August 6, 2013",670013951,9780545648660,Anna Dewdney,,,https://m.media-amazon.com/images/I/610mH+Nuw9L._US218_.jpg,,
9780593206034,Llama Llama (Picture Books),Llama Llama Loose Tooth Drama,4.9,321,Hardcover,2 - 5 years,Not known,AD380L,40 pages,English,10.63 x 0.43 x 10.38 inches,Viking Books for Young Readers,"November 17, 2020",593206037,9780593206034,Anna Dewdney,JT Morrow,,https://m.media-amazon.com/images/I/51mjMUHQZZL._US218_.jpg,,
9780593350331,Llama Llama (Picture Books),Llama Llama Meets the Babysitter,4.9,386,Hardcover,"2 - 4 years, from customers",Not known,AD460L,40 pages,English,10.44 x 0.4 x 10.56 inches,Viking Books for Young Readers,"May 4, 2021",593350332,9780593350331,Anna Dewdney,Reed Duncan,JT Morrow,https://m.media-amazon.com/images/I/51K7UVVCyIL._US218_.jpg,,
9780593352441,Llama Llama (Picture Books),Llama Llama Back to School,4.8,95,Hardcover,2 - 5 years,Not known,AD310L,40 pages,English,10.38 x 0.41 x 10.56 inches,Viking Books for Young Readers,"May 31, 2022",593352440,9780593352441,Anna Dewdney,Reed Duncan,JT Morrow,https://m.media-amazon.com/images/I/51JFwSOej9L._US218_.jpg,https://m.media-amazon.com/images/I/41fiu5W8bEL._US218_.jpg,https://m.media-amazon.com/images/I/41ACHwA-1eL._US218_.jpg
9780670011612,Llama Llama (Picture Books),Llama Llama Holiday Drama,4.8,"1,786",Hardcover,"2 - 4 years, from customers",Not known,Not known,40 pages,English,10.38 x 0.37 x 10.56 inches,Viking Books for Young Readers,"October 19, 2010",670011614,9780670011612,Anna Dewdney,,,https://m.media-amazon.com/images/I/61bgMFrVChL._US218_.jpg,,
9780670012275,Llama Llama (Picture Books),Nelly Gnu and Daddy Too,4.9,620,Hardcover,"1 - 3 years, from customers",Not known,AD420L,40 pages,English,10.32 x 0.4 x 10.5 inches,Viking Books for Young Readers,"May 6, 2014",670012270,9780670012275,Anna Dewdney,,,https://m.media-amazon.com/images/I/61elitexJCL._US218_.jpg,,
9780670012329,Llama Llama (Picture Books),Llama Llama Home with Mama,4.9,859,Hardcover,"2 - 4 years, from customers",Not known,AD380L,40 pages,English,10.38 x 0.37 x 10.56 inches,Viking Books for Young Readers,"August 23, 2011",9780670012329,9780670012329,Anna Dewdney,,,https://m.media-amazon.com/images/I/61JuSGhZXpL._US218_.jpg,,
9780670012336,Llama Llama (Picture Books),Llama Llama Time to Share,4.9,"2,797",Hardcover,"2 - 3 years, from customers",Not known,AD320L,40 pages,English,10.38 x 0.4 x 10.5 inches,Viking Books for Young Readers,"September 4, 2012",670012335,9780670012336,Anna Dewdney,,,https://m.media-amazon.com/images/I/61G+VrRbhEL._US218_.jpg,,
9780670013968,Llama Llama (Picture Books),Llama Llama Gram and Grandpa,4.9,"2,063",Hardcover,"1 - 4 years, from customers",Not known,AD320L,40 pages,English,10.44 x 0.38 x 10.5 inches,Viking Books for Young Readers,"September 1, 2015",9780670013968,9780670013968,Anna Dewdney,,,https://m.media-amazon.com/images/I/619N3Sep9cL._US218_.jpg,,
9780670013975,Llama Llama (Picture Books),Llama Llama Loves to Read,4.9,"1,347",Hardcover,"2 - 5 years, from customers",Not known,AD410L,40 pages,English,10.25 x 0.41 x 10.56 inches,Viking Books for Young Readers,"May 1, 2018",670013978,9780670013975,Anna Dewdney,Reed Duncan,JT Morrow,https://m.media-amazon.com/images/I/61Ok0ihJRYL._US218_.jpg,,
9780670016440,Llama Llama (Picture Books),Llama Llama Mess Mess Mess,4.9,"1,836",Hardcover,"2 - 4 years, from customers",Not known,AD480L,40 pages,English,10.38 x 0.39 x 10.5 inches,Viking Books for Young Readers,"August 27, 2019",670016446,9780670016440,Anna Dewdney,Reed Duncan,,https://m.media-amazon.com/images/I/61F1n06UIYL._US218_.jpg,https://m.media-amazon.com/images/I/51kWQmsPz7L._US218_.jpg,https://m.media-amazon.com/images/I/41TjRLq656L._US218_.jpg
9780670061983,Llama Llama (Picture Books),Llama Llama Misses Mama,4.9,"4,105",Hardcover,"2 - 4 years, from customers",Not known,AD240L,40 pages,English,10.38 x 0.43 x 10.5 inches,Viking Books for Young Readers,"March 19, 2009",670061980,9780670061983,Anna Dewdney,,,https://m.media-amazon.com/images/I/61Mv6NGSdBL._US218_.jpg,,
9780670062409,Llama Llama (Picture Books),Llama Llama Mad at Mama,4.8,"2,684",Hardcover,"2 - 4 years, from customers",Not known,AD370L,40 pages,English,10.38 x 0.4 x 10.5 inches,Viking Books for Young Readers,"September 6, 2007",670062405,9780670062409,Anna Dewdney,,,https://m.media-amazon.com/images/I/61Y5UMTFCJL._US218_.jpg,,
9780375969881,Magic Tree House,Dinosaurs Before Dark (Full-Color Edition (Magic Tree House (R,4.7,"6,565",Library Binding,"5 - 8 years, from customers",Kindergarten - 3,240,96 pages,English,6 x 0.46 x 9 inches,Random House Books for Young Readers,"September 25, 2012",375969888,978-0375969881,"Mary Pope Osborne,",Sal Murdocca,,https://m.media-amazon.com/images/I/51UOLt2yDHL._US218_.jpg,https://m.media-amazon.com/images/I/31iIUEorkHL._US218_.jpg,
9780613001991,Magic Tree House,Night Of The Ninjas (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,"2,323",School & Library Binding,"6 - 9 years, from customers",2 - 4,490L,80 pages,English,5.38 x 0.49 x 7.7 inches,Turtleback Books,"March 21, 1995",613001990,9780613001991,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51Ya+v8uJ1L._US218_.jpg,https://m.media-amazon.com/images/I/41aiWqTCXRL._US218_.jpg,Not known._US218_.jpg
9780613019095,Magic Tree House,Midnight On The Moon (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,"1,782",School & Library Binding,"6 - 8 years, from customers",2 - 4,490L,80 pages,English,5 x 0.5 x 7.5 inches,Turtleback Books,"October 29, 1996",613019091,9780613019095,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51nLl04jROL._US218_.jpg,https://m.media-amazon.com/images/I/41zGquKuwWL._US218_.jpg,Not known._US218_.jpg
9780613019316,Magic Tree House,Dolphins At Daybreak (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,"1,248",School & Library Binding,"6 - 8 years, from customers",2 - 4,540L,80 pages,English,5 x 0.5 x 7.5 inches,Turtleback Books,"April 29, 1997",613019318,9780613019316,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/61sUvBwXaLL._US218_.jpg,,
9780613050562,Magic Tree House,Ghost Town At Sundown (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,781,School & Library Binding,"5 - 8 years, from customers",2 - 4,Not known,96 pages,English,5.5 x 0.75 x 8 inches,Turtleback Books,"September 16, 1997",613050568,9780613050562,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51A-kRilt2L._US218_.jpg,https://m.media-amazon.com/images/I/41ARKJwL10L._US218_.jpg,Not known._US218_.jpg
9780613053761,Magic Tree House,Lions At Lunchtime (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,840,School & Library Binding,"5 - 9 years, from customers",2 - 4,550L,96 pages,English,4.25 x 0.5 x 11.25 inches,Turtleback Books,"January 12, 1998",613053761,9780613053761,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51Pv7aMq9cL._US218_.jpg,https://m.media-amazon.com/images/I/41wsSNeX9GL._US218_.jpg,Not known._US218_.jpg
9780613057158,Magic Tree House,Polar Bears Past Bedtime (Turtleback School & Library Binding Edition) (Magic Tree House),4.8,965,School & Library Binding,"4 - 8 years, from customers",2 - 4,440L,96 pages,English,4.25 x 0.5 x 11.25 inches,Turtleback Books,"January 12, 1998",613057155,9780613057158,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51TliUL2tpL._US218_.jpg,https://m.media-amazon.com/images/I/41WCbVGbwwL._US218_.jpg,Not known._US218_.jpg
9780613075978,Magic Tree House,Day Of The Dragon King (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,851,School & Library Binding,7 - 9 years,2 and up,380L,96 pages,English,5.02 x 0.47 x 7.32 inches,Turtleback Books,"April 20, 1998",613075978,9780613075978,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/61976adcnaL._US218_.jpg,https://m.media-amazon.com/images/I/41JkGiPE0uL._US218_.jpg,Not known._US218_.jpg
9780613089975,Magic Tree House,Vacation Under The Volcano (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,"1,230",School & Library Binding,"4 - 8 years, from customers",2 - 4,410L,96 pages,English,5.14 x 0.49 x 7.88 inches,Turtleback Books,"March 24, 1998",613089979,9780613089975,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/61ms-1K0JwL._US218_.jpg,,
9780613116428,Magic Tree House,Hour Of The Olympics (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,844,School & Library Binding,7 years and up,2 - 4,380L,96 pages,English,5.25 x 0.5 x 8 inches,Turtleback Books,"October 20, 1998",613116429,9780613116428,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51mHsqsdTyL._US218_.jpg,https://m.media-amazon.com/images/I/31SrG+1VwaL._US218_.jpg,Not known._US218_.jpg
9780613122344,Magic Tree House,Viking Ships At Sunrise (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,830,School & Library Binding,7 years and up,2 - 4,570L,96 pages,English,5.25 x 0.5 x 7.75 inches,Turtleback Books,"August 11, 1998",613122348,9780613122344,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/511Naa6yiHL._US218_.jpg,https://m.media-amazon.com/images/I/41xK7gC2VsL._US218_.jpg,Not known._US218_.jpg
9780613160674,Magic Tree House,Buffalo Before Breakfast (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,740,School & Library Binding,"4 - 8 years, from customers",2 - 4,Not known,96 pages,English,5.25 x 0.5 x 7.75 inches,Turtleback Books,"May 18, 1999",613160673,9780613160674,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51hp-ltXa1L._US218_.jpg,https://m.media-amazon.com/images/I/41vfcw+SOLL._US218_.jpg,Not known._US218_.jpg
9780613162241,Magic Tree House,Tigers At Twilight (Turtleback School & Library Binding Edition) (Magic Tree House),4.8,775,School & Library Binding,"5 - 8 years, from customers",2 - 4,510L,96 pages,English,5.5 x 0.5 x 8 inches,Turtleback Books,"August 17, 1999",613162242,9780613162241,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/61-M+dkgahL._US218_.jpg,https://m.media-amazon.com/images/I/416qmjBXiPL._US218_.jpg,Not known._US218_.jpg
9780613162265,Magic Tree House,Tonight On The Titanic (Turtleback School & Library Binding Edition) (Magic Tree House),4.7,"1,660",School & Library Binding,"6 - 8 years, from customers",2 - 4,550L,96 pages,English,5.25 x 0.5 x 7.75 inches,Turtleback Books,"March 23, 1999",613162269,9780613162265,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51GwVVs4W8L._US218_.jpg,https://m.media-amazon.com/images/I/41LAzkgUI1L._US218_.jpg,Not known._US218_.jpg
9780613645782,Magic Tree House,Piratas Al Mediodia (Pirates Past Noon) (Turtleback School & Library Binding Edition) (Magic Tree House) (Spanish Edition),4.8,"2,169",School & Library Binding,"5 - 7 years, from customers",2 - 4,460L,67 pages,English,5.3 x 0.4 x 7.4 inches,Turtleback Books,"September 1, 2003",613645782,9780613645782,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51-L15cNt8L._US218_.jpg,,
9780679990666,Magic Tree House,Magic Tree House #20: Dingoes at Dinnertime,4.8,691,Library Binding,"6 - 8 years, from customers",1 - 4,Not known,96 pages,English,5.63 x 0.46 x 8.59 inches,Random House Books for Young Readers,"April 11, 2000",679990666,9780679990666,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51VTNQR0DDL._US218_.jpg,,
9780780741591,Magic Tree House,Pirates Past Noon (Magic Tree House,4.8,"2,171",Library Binding,"5 - 7 years, from customers",Not known,290L,67 pages,English,5.4 x 0.5 x 7.6 inches,Perfection Learning,"March 1, 1994",780741595,978-0780741591,"Mary Pope Osborne,",Salvatore Murdocca,,https://m.media-amazon.com/images/I/51X00rBY6OL._US218_.jpg,https://m.media-amazon.com/images/I/41r6IjKfCjL._US218_.jpg,
9780780750869,Magic Tree House,Afternoon on the Amazon (Magic Tree House),4.7,"1,618",Library Binding,"6 - 8 years, from customers",Not known,290L,67 pages,English,5.3 x 0.5 x 7.6 inches,Perfection Learning,"August 1, 1995",780750861,9780780750869,Mary Pope Osborne,Salvatore Murdocca,,https://m.media-amazon.com/images/I/31j6U5DkR-L._US218_.jpg,https://m.media-amazon.com/images/I/51R4-w7ptBL._US218_.jpg,Not known._US218_.jpg
9780780760073,Magic Tree House,Sunset of the Sabertooth (Magic Tree House),4.8,"1,417",Hardcover,"6 - 8 years, from customers",Not known,350L,67 pages,English,5.3 x 0.5 x 7.6 inches,Perfection Learning,"April 1, 1996",780760077,9780780760073,Mary Pope Osborne,Salvatore Murdocca,,https://m.media-amazon.com/images/I/51JvNQ97AkL._US218_.jpg,https://m.media-amazon.com/images/I/51caI0DKxcL._US218_.jpg,Not known._US218_.jpg
9780785703037,Magic Tree House,The Knight At Dawn (Turtleback School & Library Binding Edition) (Magic Tree House),4.8,"2,284",School & Library Binding,"5 - 8 years, from customers",2 - 4,310L,80 pages,English,5.5 x 0.5 x 7.5 inches,Turtleback Books,"February 16, 1993",785703039,9780785703037,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/51QRP8GkR2L._US218_.jpg,https://m.media-amazon.com/images/I/41dYNeVgn4L._US218_.jpg,Not known._US218_.jpg
9780785716723,Magic Tree House,Mummies In The Morning (Turtleback School & Library Binding Edition) (Magic Tree House),4.8,"2,822",School & Library Binding,"5 - 8 years, from customers",2 - 4,500L,80 pages,English,5.25 x 0.5 x 7.75 inches,Turtleback Books,"August 24, 1993",785716726,9780785716723,Mary Pope Osborne,Sal Murdocca,,https://m.media-amazon.com/images/I/61LVM+4B3tL._US218_.jpg,https://m.media-amazon.com/images/I/418TVVNnRzL._US218_.jpg,Not known._US218_.jpg
9781439589212,Magic Tree House,Dinosaurs Before Dark (Magic Tree House),4.7,"6,562",Library Binding,"5 - 8 years, from customers",Not known,Not known,80 pages,English,Not known,Scholastic,Not known,1439589216,9781439589212,Mary Pope Osborne,,,https://m.media-amazon.com/images/I/51JaVB1QG9L._US218_.jpg,https://m.media-amazon.com/images/I/518CRsnGFWL._US218_.jpg,https://m.media-amazon.com/images/I/41TVseZxZ3L._US218_.jpg
9781368024440,Magnus Chase and the Gods of Asgard,"Magnus Chase and the Gods of Asgard, Book 3: Ship of the Dead, The",4.7,"14,510",Paperback,"10 - 13 years, from customers",5 - 9,Not known,464 pages,English,5.2 x 1.12 x 7.58 inches,Disney Hyperion,"April 2, 2019",1368024440,9781368024440,Rick Riordan,,,https://m.media-amazon.com/images/I/51exopPyYUL._US218_.jpg,,
9781423163374,Magnus Chase and the Gods of Asgard,"Magnus Chase and the Gods of Asgard Book 1: Sword of Summer, The-Magnus Chase and the Gods of Asgard Book 1",4.7,"22,723",Paperback,"10+ years, from customers",3 - 7,630L,544 pages,English,5.21 x 1.3 x 7.56 inches,Disney Hyperion,"April 4, 2017",1423163370,9781423163374,Rick Riordan,,,https://m.media-amazon.com/images/I/51boWDGyUBL._US218_.jpg,,
9781423163381,Magnus Chase and the Gods of Asgard,"Magnus Chase and the Gods of Asgard, Book 2: Hammer of Thor, The",4.7,"14,080",Paperback,"10+ years, from customers",3 - 7,690L,496 pages,English,5.13 x 1.19 x 7.56 inches,Disney Hyperion,"April 3, 2018",1423163389,9781423163381,Rick Riordan,,,https://m.media-amazon.com/images/I/51755TDimWL._US218_.jpg,,
9781405272919,Malory Towers,Third Year at Malory Towers,4.6,720,Paperback,Not known,Not known,Not known,Not known,English,5.08 x 0.55 x 7.83 inches,Hodder & Stoughton,"February 1, 2014",1405272910,9781405272919,E. Blyton,,,https://m.media-amazon.com/images/I/51qg4nK3mYL._US218_.jpg,,
9781444929874,Malory Towers,Malory Towers: First Term: Book 1,4.5,"1,510",Paperback,8 - 12 years,Not known,Not known,Not known,English,5.16 x 0.59 x 7.76 inches,Hachette Kids Hodder Children,Not known,316083275,9781444929874,NILL,,,https://m.media-amazon.com/images/I/51aa6vibRDL._US218_.jpg,,
9781444929881,Malory Towers,Second Form (Malory Towers),4.5,864,Paperback,Not known,Not known,Not known,Not known,English,7.76 x 0.55 x 5.12 inches,Hodder Childrens Books,Not known,9781444929881,9781444929881,Enid Blyton,,,https://m.media-amazon.com/images/I/51wG7fN6MtL._US218_.jpg,,
9781444929898,Malory Towers,Third Year (Malory Towers,4.6,720,Paperback,Not known,Not known,Not known,Not known,English,7.76 x 0.63 x 5.12 inches,Hodder Childrens Books,"January 1, 1738",1444929895,978-1444929898,Enid Blyton,,,https://m.media-amazon.com/images/I/51ZDBPC5b-L._US218_.jpg,,
9781444929904,Malory Towers,Malory Towers: Upper Fourth: Book 4,4.5,682,Paperback,8 - 12 years,Not known,Not known,Not known,English,5.12 x 0.59 x 7.76 inches,Hodder Childrens Books,"January 1, 1797",1444929909,9781444929904,Enid Blyton,,,https://m.media-amazon.com/images/I/51iNrA5APhL._US218_.jpg,,
9781444929911,Malory Towers,Malory Towers: In the Fifth: Book 5,4.6,681,Paperback,Not known,Not known,Not known,Not known,English,5.12 x 0.55 x 7.76 inches,Hodder Childrens Books,"January 1, 1989",9781444929911,9781444929911,Enid Blyton,,,https://m.media-amazon.com/images/I/51r+v1EGAhL._US218_.jpg,,
9781444929928,Malory Towers,Malory Towers: Last Term: Book 6,4.7,506,Paperback,Not known,Not known,Not known,Not known,English,7.76 x 0.71 x 5.2 inches,Hodder Childrens Books,Not known,9781444929928,9781444929928,Enid Blyton,,,https://m.media-amazon.com/images/I/51bonfo-4EL._US218_.jpg,,
9781444929935,Malory Towers,Malory Towers: New Term: Book 7,4.5,719,Paperback,Not known,Not known,Not known,Not known,English,5.12 x 0.63 x 7.76 inches,Hodder Childrens Books,"January 1, 2016",1444929933,9781444929935,Enid Blyton,,,https://m.media-amazon.com/images/I/51SWSaIBR9L._US218_.jpg,,
9781444929942,Malory Towers,Malory Towers Summer Term,4.5,628,Paperback,Not known,Not known,Not known,Not known,English,5.12 x 0.63 x 7.8 inches,Hodder Childrens Books,"January 1, 2016",1444929941,9781444929942,Enid Blyton,,,https://m.media-amazon.com/images/I/51xUENNWcdL._US218_.jpg,,
