ISBN13,Role,Name
9780375858062,Illustrator,Brian Biggs
9781782850984,Author,Sunny Scribens
9781782850984,Illustrator,David Sim
9781406361926,Author,Michael Rosen
9780486405025,Author,Petruccio
9780698113671,Author,Edward Lear
9781589258648,Author,Giles Andreae
9781589258648,Illustrator,David Wojtowycz
9781416999607,Author,David A. Carter
9780230752603,Author,Rod Campbell
9780399250651,Author,Eric Carle
9780375836978,Author,Leo Lionni
9781416983194,Author,Anna Walker
9780863151200,Author,Elsa Beskow
9781849410854,Author,Mairi Hedderwick
9780062382634,Author,Erin Hunter
9780062382634,Illustrator,Owen Richardson
9780062382634,Illustrator,Allen Douglas
9781101933060,Author,Chris Kratt
9781101933060,IllustratorAuthor,Martin Kratt
9781936261291,Author,Lois Brandt
9781936261291,IllustratorAuthor,Vin Vogel
9781101935224,Author,Emily Winfield Martin
9780399247484,Author,Eric Carle
9780380805600,Author,Ben Mikaelsen
9781452136448,Author,Roseanne Thong
9781452136448,Illustrator,Grace Lin
9781450861915,Edited by,Publications International Ltd Publications International Ltd
9780689806230,Author,Nancy White Carlstrom
9780689806230,Illustrator,Bruce Degen
9780062082145,Author,Erin Hunter
9781404847880,Author,"Shaskan,,Trisha Speed"
9781405362870,Author,DK
9781408126455,Author,Justin D'Ath
9780723272717,Author,Eric Hill
9780689817229,Author,Andrew Clements
9780140549270,Author,Eric Carle
9780863153723,Author,Elsa Beskow
9780241225189,Author,DK
9781760126681,Author,Libby Gleeson
9781760126681,IllustratorAuthor,Freya Blackwood
9780060757403,Author,E B White
9780060757403,Illustrator,Garth Williams
9781406313260,Author,Lucy Cousins
9781847808066,Author,Lizzy Stewart
9780385382977,Author,Richard Scarry
9780375868481,Author,Brianna Caplan Sayres
9780375868481,IllustratorAuthor,Christian Slade
9780486285306,Author,John Green
9781471122118,Author,Dick Bruna
9781409535294,Author,Felicity Brooks
9781409535294,Illustrator,Rosalinde Bonnet
9781596730403,Author,Evan-Moor Educational Publishers
9781849056830,Author,Alison Redford
9781849056830,Illustrator,Kara Simpson
9781409310709,Author,Ladybird
9780062304087,Author,James Dean
9780857631725,Author,Paula Harrison
9780857631725,Illustrator,Sharon Tancredi
9780395185575,Illustrated by,Marjorie Flack
9780670011612,Author,Anna Dewdney
9780062051851,Author,J. Feiffer
9780439153911,Author,Kama Eilnhorn
9781554537747,Author,Paulette Bourgeois
9781554537747,Illustrator,Brenda Clark
9781599903590,Author,Jessica Day George
9780679889588,Author,Stan Berenstain
9780679889588,IllustratorAuthor,Jan Berenstain
9780192738707,Author,Elys Dolan
9780316070430,Author,Todd Parr
9780745945934,Author,Angela Elwell Hunt
9780745945934,Illustrator,Tim Jonke
9781479522897,Author,",Michael Dahl"
9780723270843,Author,Amanda Li
9780823425945,Author,Vivian Vande Velde
9780823425945,Illustrator,Steve Bjoerkman
9781785830204,Author,Avril McDonald
9781785830204,Illustrator,Tatiana Minina
9780486417455,Author,Marty Noble
9781609806323,Author,Innosanto Nagara
9780486241074,Author,Carlo Demand
9780007514090,Author,Chris Blake
9780375810886,Author,Dr. Seuss
9780375810886,Illustrator,Aristides Ruiz
9781846866593,Author,Christiane Engel
9781857078107,Author,Sheri Safran
9781857078107,Illustrator,Nicola Robinson
9780670013265,Author,Anna Dewdney
9780670827596,Author,Jon Scieszka
9780670827596,Illustrator,Lane Smith
9780064432177,Author,Charlotte Zolotow
9780060531614,Author,Stuart J. Murphy
9780060531614,Illustrator,Bernice Lum
9780375831171,Author,Mallory Loehr
9780375831171,Illustrator,Pamela Silin-Palmer
9780395311288,Author,Bill Peet
9780064400206,Author,William H Armstrong
9780307931832,Author,Various
9780062410030,Author,Erin Hunter
9780062410030,Illustrator,Wayne McLoughlin
9780062410030,Illustrator,Allen Douglas
9780500650363,Author,Jacky Bahbout
9780500650363,IllustratorAuthor,Hannah Warren
9781465452603,Author,Dk
9781408808344,Author,Elisabeth Beresford
9781408808344,Illustrator,Nick Price
9780670869398,Author,Simms Taback
9781405050517,Author,Julia Donaldson
9781405050517,IllustratorRead by,Imelda Staunton
9781405050517,Illustrator,Axel Scheffler
9781760113810,Author,Susannah Chambers
9781760113810,Illustrator,Mark Jackson
9780060728427,Author,Michelle Paver
9780060728427,Illustrator,Geoff Taylor
9781894786348,Author,David J Smith
9781894786348,Illustrator,Steve Adams
9780689818622,Author,David A. Carter
9780547390086,Author,Deborah Underwood
9780547390086,Illustrator,Renata Liwska
9781409597360,Author,Fiona Watt
9781409597360,Illustrator,Rachel Wells
9781743603963,Author,Lonely Planet Kids
9781405370127,Author,DK
9781941082225,Author,Kumon
9780310720904,Author,Jan Berenstain
9780310720904,IllustratorAuthor,Mike Berenstain
9780060588281,Author,Kevin Henkes
9780007540303,Author,Rachel Bright
9781771381079,Author,Akiko Miyakoshi
9780062304254,Author,James Dean
9781416984672,Author,Santoro
9780486296388,Author,John Green
9780142412961,Author,Betty G. Birney
9780140569803,Author,Ian Whybrow
9780140569803,Illustrator,Adrian Reynolds
9780399244827,Author,Eric Hill
9780062367075,Author,Erin Hunter
9781481403184,Adapted by,Becky Friedman
9781481403184,Illustrator,Jason Fruchter
9781405034692,Author,Julia Donaldson
9781405034692,Illustrator,Axel Scheffler
9780312564216,Author,William Steig
9780007542826,Author,Helen Baugh
9780007542826,Illustrator,Ben Mantle
9780141317557,Author,Morris Gleitzman
9780545215855,Author,Norman Bridwell
9780399163548,Author,Corey Rosen Schwartz
9780399163548,Illustrator,Dan Santat
9781408819418,Author,Debi Gliori
9780007427734,Author,Michael Bond
9780007427734,Illustrator,R.W. Alley
9781416941217,Author,Karen Katz
9780060780692,Author,Tui T. Sutherland
9781444923438,Author,Cressida Cowell
9781444923438,Illustrator,Neal Layton
9781561453474,Author,John Butler
9780859538886,Illustrated by,Tina Freeman
9781406340464,Author,Polly Dunbar
9780152019525,Author,Eve Bunting
9780152019525,Illustrator,Kathryn Hewitt
9780525472483,Author,Laurel Porter Gaylord
9780525472483,Illustrator,Ashley Wolff
9780394823959,Author,Dr. Seuss
9780761177401,Author,P H Hanson
9780312506438,Author,Roger Priddy
9780439026437,Author,Walter Wick
9780007514021,Author,Chris Blake
9780394800363,Author,Stan Berenstain
9780394800363,IllustratorAuthor,Jan Berenstain
9781442426481,Author,David A. Carter
9781405285728,Author,Rev. W. Awdry
9783789167065,Author,Susanne Weber
9783789167065,IllustratorAuthor,Tanja Jacobs
9781442467781,Author,Stuart Gibbs
9781416949985,Author,Kenneth Oppel
9781409306689,Author,Justine Smith
9780060523534,Author,Stuart J. Murphy
9780060523534,Illustrator,Edward Miller
9780399546471,Author,Melissa Marr
9780399546471,Illustrator,Teagan White
9781408850022,Author,Joseph Theobald
9780062084224,Author,Jane O'Connor
9780062084224,Illustrator,Robin Preiss Glasser
9780723268567,Author,Beatrix Potter
9780152024109,Author,Sue Williams
9780152024109,Illustrator,Julie Vivas
9781442436596,Author,Jessica Burkhart
9780553484038,Author,Bonnie Bryant
9781414333106,Author,Kenneth N. Taylor
9780152060312,Author,Kathi Appelt
9780152060312,Illustrator,Jane Dyer
9780060531645,Author,Stuart J. Murphy
9780060531645,Illustrator,Cynthia Jabar
9780060574185,Author,Jan Berenstain
9780060574185,IllustratorAuthor,Mike Berenstain
9780241237434,Author,Ladybird
9780723253563,Author,Beatrix Potter
9780723247814,Author,Beatrix Potter
9780007258680,Author,Emma Chichester Clark
9780007258680,IllustratorRead by,Alice Frayn
9780761171409,Author,Workman Publishing
9780857637017,Author,Tracey Corderoy
9780857637017,Illustrator,Steven Lenton
9781442436619,Author,Jessica Burkhart
9781465409584,Author,DK
9780545450133,Author,Norman Bridwell
9781416986874,Author,Mem Fox
9781416986874,Illustrator,Jill Barton
9781442427464,Author,Karen Katz
9781406360905,Author,Silvia Viviane Schwarz
9781406360905,IllustratorAuthor,Viviane Schwarz
9781405919821,Author,In the Night Garden
9780761189169,Author,WORKMAN PUBLISHING
9780761189169,IllustratorAuthor,MS Megan Butler
9780761189169,IllustratorAuthor,Claire Piddock
9780761189169,IllustratorAuthor,Kimberly Oliver Burnim
9780761189169,Illustrator,Edison Yan
9780761189169,Illustrator,Maris Wicks
9780099480136,Author,John Burningham
9781780662565,Author,Ellie Stoneley
9781780662565,Illustrator,Jessica D'Alton Goode
9780241201503,Author,Peppa Pig
9780007514007,Author,Chris Blake
9780763647285,Author,Dean Hacohen
9780763647285,Illustrator,Sherry Scharschmidt
9780545493291,Author,Tedd Arnold
9781760343378,Author,Lonely Planet Kids
9781760343378,IllustratorAuthor,Andy Mansfield
9780486493442,Author,Ming-Ju Sun
9781909263376,Author,Katie Harnett
9780689866807,Author,Eileen Spinelli
9781599908496,Author,Gillian Shields
9781599908496,Illustrator,Anna Currey
9780486456836,Author,Becky Radtke
9781409598503,Author,Sam Smith
9781409598503,Illustrator,Various
9781442445765,Author,Dr Richard Buckley
9781442445765,Illustrator,Eric Carle
9780744582734,Author,Jez Alborough
9780062082053,Author,Kevin Henkes
9780545312837,Author,James Burks
9781907432057,Author,Karen J. Hodgson
9781907432057,Illustrator,Harriet Rowe
9780007161942,Author,Emma Chichester Clark
9780762460663,Author,Vern Kousky
9780439708708,Author,Walter Wick
9780141354958,Author,Henry Williamson
9780141354958,Illustrator,Annabel Large
9780544259003,Author,Anna Walker
9780763672539,Author,Jill Murphy
9781935800668,Illustrated by,Yuri Hanazawa
9781935800668,IllustratorEdited by,Takashi Ono
9781406337761,Author,Petr Horacek
9780486472928,Author,Eileen Miller
9781783704477,Author,Kate Baker
9781783704477,Illustrator,Madalena Matoso
9781408843130,Author,Emily MacKenzie
9780312371432,Author,William Steig
9780486427676,Author,Nina Barbaresi
9780141323459,Author,Jill Murphy
9780375870866,Author,Tad Hills
9781402789564,Author,Salina Yoon
9780142406830,Author,Brian Jacques
9780545291538,Author,"K,A Applegate"
9780486423449,Author,Cathy Byelon
9780062382573,Author,Erin Hunter
9780062382573,Illustrator,Owen Richardson
9780062382573,Illustrator,Allen Douglas
9780553538861,Author,Kristen L. Depken
9780553538861,Illustrator,Mike Jackson
9781906818036,Author,Benji Bennett
9781906818036,Illustrator,Roxanne Burchartz
9780803728837,Author,Mercer Mayer
9781847800343,Author,Floella Benjamin
9781847800343,Illustrator,Margaret Chamberlain
9780486248431,Author,A. G. Smith
9780857633569,Author,Nosy Crow
9780857633569,Illustrator,Benji Davies
9780863157882,Author,Marjan Van Zeyl
9780547727509,Author,Linda Urban
9780547727509,Illustrator,Henry Cole
9780307960078,Author,Justine Fontes
9780307960078,IllustratorAuthor,Ron Fontes
9780307960078,Illustrator,Keiko Motoyama
9781849764124,Author,Beatrice Alemagna
9780399552250,Author,Frances Gilbert
9780399552250,IllustratorAuthor,Frances Hodgson Burnett
9780399552250,Illustrator,Brigette Barrager
9781452145181,Author,Xavier Deneux
9780552545068,Author,Debi Gliori
9780552545068,IllustratorAuthor,Joyce Dunbar
9780756614515,Author,Dk
9781782952657,Author,Shirley Hughes
9781604332773,Author,Margery Williams
9781604332773,Illustrator,Charles Santore
9780399226168,Author,Peggy Rathmann
9780099964704,Author,Quentin Blake
9780152001216,Author,Eve Bunting
9780152001216,Illustrator,Ted Rand
9781847800350,Author,David Conway
9781847800350,Illustrator,Jude Daly
9781412705158,Author,PI Kids
9781412705158,Illustrator,Joe Mathieu
9781412705158,Illustrator,Tom Leigh
9781412705158,Illustrator,Dicicco Studios
9781459802483,Author,Richard Van Camp
9781459802483,Illustrator,Julie Flett
9780857074461,Author,Sue Hendra
9780857074461,IllustratorAuthor,Paul Linnet
9780060871420,Author,Erin Hunter
9780486280660,Author,Turi MacCombie
9780486407593,Author,NOBLE
9780207170515,Author,Sheena Knowles
9780207170515,Illustrator,Rod Clement
9780062367105,Author,Erin Hunter
9781409597315,Author,Fiona Watt
9781409597315,Illustrator,Stella Baggott
9780062367051,Author,Erin Hunter
9781596730373,Author,Evan-Moor Educational Publishers
9781743315279,Author,Libby Gleeson
9781743315279,Illustrator,Freya Blackwood
9781452114248,Author,Benjamin Chaud
9781911171010,Author,Carl Johanson
9780399218859,Author,Eric Carle
9781101919194,Author,Ben Clanton
9780142400241,Author,Peggy Rathmann
9781570916106,Author,Don Robb
9781570916106,Illustrator,Anne Smith
9780064438568,Author,Jim Lamarche
9780375839238,Author,Gale Wiersum
9780698116412,Author,Ruth Heller
9780141365909,Author,Sarah Gomes Harris
9780099451082,Author,Mini Grey
9780762440733,Author,Freddy Stark
9780062102584,Author,Erin Hunter
9780007256556,Author,Michael Bond
9780007256556,IllustratorRead by,Paul Vaughan
9780007256556,Illustrator,R. W. Alley
9781845026950,Author,Julia Donaldson
9781845026950,IllustratorTranslated by,James Robertson
9781845026950,Illustrator,Axel Scheffler
9780394800417,Author,Stan Berenstain
9780394800417,IllustratorAuthor,Jan Berenstain
9781426318764,Author,National Geographic Kids
9781742753683,Author,R.A. Spratt
9781742378350,Author,Leigh Hobbs
9780723247876,Author,Beatrix Potter
9780723257905,Author,Beatrix Potter
9780689712630,Author,Cynthia Rylant
9780689712630,Illustrator,S.D. Schindler
9781481421478,Author,Cynthia Rylant
9781481421478,Illustrator,Sucie Stevenson
9781416996743,Author,Ian Falconer
9780060589455,Author,Betsy Maestro
9781843178897,Author,Paul Moran
9781409376002,Author,DK
9781423109839,Author,Disney Book Group
9781423109839,IllustratorAuthor,Thea Feldman
9781423109839,Illustrator,Disney Storybook Art Team
9780763605841,Author,Jez Alborough
9780448421919,Author,Don Freeman
9780448421919,Illustrator,Lisa Mccue
9781409349617,Author,DK
9781452131566,Author,Mac Barnett
9781452131566,Illustrator,Christian Robinson
9781484726365,Author,Mo Willems
9781484726365,IllustratorAuthor,Dan Santat
9781405285704,Author,Egmont Publishing UK
9783836950336,Author,Rotraut Susanne Berner
9789881512659,Author,Juliette Atkinson
9789881512659,IllustratorAuthor,John Atkinson
9780859539357,Illustrated by,Penny Ives
9780375806032,Author,P.D. Eastman
9781406355352,Author,Paul Fleischman
9781406355352,Illustrator,Bagram Ibatoulline
9781907967665,Author,Emma Garcia
9781840596465,Author,Milet Publishing
9780486262536,Author,Paul E. Kennedy
9780486462004,Author,Ruth Soffer
9780375836626,Author,Golden Books
9780375836626,Illustrator,Disney Storybook Art Team
9781426314827,Author,National Geographic Kids
9780062192264,Author,Bruce Hale
9780062192264,Illustrator,Guy Francis
9780811870542,Author,Amy Krouse Rosenthal
9780811870542,Illustrator,Jen Corace
9780316114271,Author,Grace Lin
9780448422862,Author,Margaret Sutherland
9780448422862,IllustratorAuthor,Sonja Lamut
9780870708930,Author,Frank Viva
9780385387378,Author,Sue Fliess
9780385387378,Illustrator,Nikki Dyson
9781846430947,Illustrated by,Jess Stockham
9780316406857,Author,Chris Colfer
9780316406857,IllustratorAuthor,Brandon Dorma
9780152163969,Author,Thomas Locker
9780152567088,Author,Audrey Wood
9780152567088,Illustrator,Don Wood
9780439793797,Author,Ellen Miles
9781404880856,Author,Nancy Loewen
9781404880856,Illustrator,Gerald Guerlais
9781848957084,Author,Mara Alperin
9781848957084,Illustrator,Miriam Latimer
9781600103926,Author,Ellie Bethel
9781600103926,Illustrator,Alexandra Colombo
9781595144553,Author,Jenny Slate
9781595144553,IllustratorAuthor,Dean Fleischer-Camp
9780099484028,Author,Mini Grey
9780486268972,Author,Tom Tierney
9780698119864,Author,Jan Brett
9780761130666,Author,Sandra Boynton
9781842709856,Author,David McKee
9780517583623,Author,Raffi
9780517583623,Illustrator,Ashley Wolff
9780064443159,Author,Alyssa Satin Capucilli
9781471120220,Author,Ringo Starr
9781471120220,Illustrator,Ben Cort
9780312516895,Author,Roger Priddy
9780486266107,Edited by,Marta K. Krebs
9781409580409,Author,Russell Punter
9781409580409,Illustrator,David Semple
9781416999997,Author,"Bill Martin, Jr."
9781416999997,IllustratorAuthor,John Archambault
9781416999997,Illustrator,Lois Ehlert
9781846863875,Author,Stella Blackstone
9781846863875,Illustrator,Debbie Harter
9780064410045,Author,B Cleary
9781402255205,Author,Bindi Irwin
9781402255205,IllustratorContributions by,Jess Black
9781933241395,Edited by,Kumon Publishing
9781776570096,Author,David Barrow
9781682971413,Author,Surya Sajnani
9780374380106,Author,Deborah Diesen
9780374380106,Illustrator,Dan Hanna
9781781716540,Author,Stella Maidment
9781781716540,Illustrator,Joelle Dreidemy
9781781716540,Illustrator,Mike Garton
9781847153739,Author,Holly Webb
9781847153739,Illustrator,Sophy Williams
9780857637390,Illustrated by,Rebecca Jones
9780733330445,Author,Alison Lester
9781407144382,Author,Ronda Armitage
9781407144382,Illustrator,David Armitage
9780993367007,Author,Janelle N.G.K.
9780993367007,IllustratorAuthor,Dimmett
9781484722619,Author,Giles Andreae
9781484722619,Illustrator,Emma Dodd
9780763624088,Author,Amy Hest
9780763624088,Illustrator,Anita Jeram
9780744560275,Author,Iona Opie
9780744560275,Illustrator,Rosemary Wells
9780141340852,Author,Eric Hill
9780152280512,Author,Lois Ehlert
9780552570862,Author,Jacqueline Wilson
9780552570862,Illustrator,Nick Sharratt
9780723299868,Author,Sophy Henn
9781681193519,Author,Sarah J Maas
9781681193519,Illustrator,Yvonne Gilbert
9781681193519,Illustrator,John Howe
9781681193519,Illustrator,Craig Phillips
9780141343358,Author,Allan Ahlberg
9780141343358,IllustratorAuthor,Janet Ahlberg
9780064467124,Author,Stuart J. Murphy
9780064467124,Illustrator,Kevin O'Malley
9781452112428,Author,Lola M. Schaefer
9781452112428,IllustratorAuthor,Adam Schaefer
9781452112428,Illustrator,Frann Preston-Gannon
