ISBN13,Role,Name
9781447287599,Author,Andy Griffiths
9781447287599,Illustrator,Terry Denton
9781444910582,Author,Enid Blyton
9780141324913,Author,Jeff Kinney
9781447287575,Author,Andy Griffiths
9781447287575,Illustrator,Terry Denton
9780552574778,Author,R. J. Palacio
9781408855690,Author,J. K. Rowling
9780007279043,Author,David Walliams
9780007279043,Illustrator,Quentin Blake
9781408855683,Author,J. K. Rowling
9781408855706,Author,J. K. Rowling
9781408855713,Author,J. K. Rowling
9780141346809,Author,Rick Riordan
9780061478789,Author,Diana Wynne Jones
9780818402531,Author,Peter Mayle
9780006751038,Author,Michael Morpurgo
9780007453627,Author,David Walliams
9780007453627,Illustrator,Tony Ross
9780440414803,Author,Louis Sachar
9780141329987,Author,Morris Gleitzman
9780008183424,Author,David Walliams
9780008183424,Illustrator,Tony Ross
9781484746691,Author,Alex Hirsch
9781484746691,IllustratorAuthor,Rob Renzetti
9781484746691,Illustrator,Stephanie Ramirez
9781484746691,Illustrator,Andy Gonsalves
9781408856789,Author,J. K. Rowling
9780141331973,Author,Jeff Kinney
9780007453580,Author,David Walliams
9780007453580,Illustrator,Tony Ross
9780141343136,Author,Morris Gleitzman
9780312367541,Author,Madeleine L'Engle
9780147514011,Author,Louisa May Alcott
9780340999073,Author,Cressida Cowell
9781416971719,Author,Sharon M. Draper
9780141321592,Author,L. M. Montgomery
9780439434409,Author,Tracey West
9781609580421,Author,Dr Cara Natterson
9781609580421,Illustrator,Josee Masse
9780141324920,Author,Jeff Kinney
9780141341415,Author,Jeff Kinney
9780060530945,Author,Neil Gaiman
9780141346816,Author,Rick Riordan
9781408841754,Author,Neil Gaiman
9781408841754,Illustrator,Chris Riddell
9780152047375,Author,Mary Norton
9780152047375,IllustratorForeword by,Leonard S Marcus
9780152047375,Illustrator,Diana Stanley
9780152047375,Illustrator,Beth Krush
9780152047375,Illustrator,Joe Krush
9780590846288,Author,Dav Pilkey
9780689711732,Author,Judith Viorst
9780689711732,Illustrator,Ray Cruz
9780141346847,Author,Rick Riordan
9780811868952,Author,Meredith Jacobs
9780811868952,IllustratorAuthor,Sofie Jacobs
9780141346830,Author,Rick Riordan
9780141346885,Author,Rick Riordan
9780007453542,Author,David Walliams
9780007453542,Illustrator,Tony Ross
9780061962790,Author,Thanhha Lai
9780007299263,Author,Diana Wynne Jones
9780008197049,Author,David Walliams
9780008197049,Illustrator,Tony Ross
9780141335735,Author,Rick Riordan
9781608870080,Created by,Bruce Foster
9781608870080,Illustrator,Andrew Williamson
9780099572961,Author,Louisa May Alcott
9780141329505,Author,Rick Riordan
9781444910605,Author,Enid Blyton
9780141335766,Author,Rick Riordan
9781405226660,Author,Michael Morpurgo
9780141325491,Author,Rick Riordan
9781607749769,Author,Rachel Ignotofsky
9780142426425,Author,Lynda Mullaly Hunt
9780547577319,Author,Linda Sue Park
9781444004236,Author,Rene Goscinny
9781444004236,Illustrator,Albert Uderzo
9781609582234,Author,Patti Kelley Criswell
9781609582234,Illustrator,Angela Martini
9780552557832,Author,Jacqueline Wilson
9780552557832,Illustrator,Nick Sharratt
9781444922578,Author,Enid Blyton
9781444922578,Illustrator,Mark Beech
9780141345741,Author,Jeff Kinney
9780141362793,Author,Morris Gleitzman
9780141339245,Author,Rick Riordan
9780547577098,Author,Lois Lowry
9780141354224,Author,Jeff Kinney
9780818403125,Author,Peter Mayle
9780340894330,Author,Robert Muchamore
9780545132060,Author,Raina Telgemeier
9780545326995,Author,"Telgemeier, Raina"
9780141339207,Author,Rick Riordan
9780141342443,Author,Rick Riordan
9780140386332,Author,Michael Ende
9780140386332,IllustratorTranslated by,Ralph Manheim
9780375850868,Author,Rebecca Stead
9781426309182,Author,National Geographic Kids
9780141321066,Author,Frances Hodgson Burnett
9780141321066,IllustratorIntroduction by,Sophie Dahl
9780147508652,Author,J. M. Barrie
9780141369761,Author,Robin Stevens
9781901923896,Author,Christiane Kerr
9780590634274,Author,Dav Pilkey
9780340999080,Author,Cressida Cowell
9780152052607,Author,Eleanor Estes
9780152052607,Illustrator,Louis Slobodkin
9780007323128,Author,C. S. Lewis
9781591478058,Author,Dawn Huebner
9781591478058,Illustrator,Bonnie Matthews
9780763668747,Author,Robie H. Harris
9780763668747,Illustrator,Michael Emberley
9780811864954,Author,Annie Barrows
9780811864954,Illustrator,Sophie Blackall
9780340681060,Author,Enid Blyton
9781444924848,Author,Enid Blyton
9781421550060,Author,Hidenori Kusaka
9781421550060,Illustrator,Mato
9780307931474,Author,Chris Grabenstein
9780752866055,Author,Rene Goscinny
9780752866055,Illustrator,Albert Uderzo
9780007325979,Author,Derek Landy
9781419700354,Author,Jeff Kinney
9780811821841,Author,Robin Davis
9780440228592,Author,Louis Sachar
9781433803185,Author,Dawn Huebner
9781433803185,Illustrator,Bonnie Matthews
9780448424965,Author,Jess Brallier
9780448424965,IllustratorAuthor,Who HQ
9780448424965,Illustrator,Robert Andrew Parker
9781444004243,Author,Rene Goscinny
9781444004243,Illustrator,Albert Uderzo
9781407134505,Author,Liz Pichon
9780545540605,Author,"Telgemeier, Raina"
9780147514004,Author,L. M. Montgomery
9780781444996,Illustrated by,Sergio Cariello
9780781444996,IllustratorEdited by,Doug Mauss
9781595828118,Author,Michael Dante DiMartino
9780349124407,Author,Chris Colfer
9780007486441,Author,Michael Morpurgo
9780141316253,Author,Morris Gleitzman
9780763641153,Author,Lauren Child
9781405221740,Author,Michael Morpurgo
9780689818769,Author,Andrew Clements
9780689818769,Illustrator,Brian Selznick
9780545027892,Author,Brian Selznick
9780061227288,Author,Katherine Paterson
9780061227288,Illustrator,Donna Diamond
9780141322568,Author,Johanna Spyri
9780141322568,IllustratorIntroduction by,Eva Ibbotson
9780763622282,Author,Robert Sabuda
9781426310492,Author,National Geographic Kids
9780545540629,Author,Raina Telgemeier
9780752866192,Author,Rene Goscinny
9780752866192,Illustrator,Albert Uderzo
9780439049986,Author,"Pilkey, Dav"
9780552572712,Author,R. J. Palacio
9780316003957,Author,Trenton Lee Stewart
9780316003957,IllustratorAuthor,Carson Ellis
9780007339617,Author,Michael Morpurgo
9780064400404,Author,Laura Ingalls Wilder
9780064400404,Illustrator,Garth Williams
9780141321004,Author,Robert Louis Stevenson
9780141321004,IllustratorIntroduction by,Eoin Colfer
9781406360196,Author,Anthony Horowitz
9780547328614,Author,Scott O'Dell
9780061802478,Author,Jeff Brown
9780061802478,Illustrator,Macky Pamintuan
9780141324524,Author,Charles Dickens
9780141324524,IllustratorIntroduction by,Anthony Horowitz
9781933339009,Author,Susan Wise Bauer
9781444004755,Author,Rene Goscinny
9781444004755,Illustrator,Albert Uderzo
9781426308444,Author,Donna Jo Napoli
9781426308444,IllustratorAuthor,National Geographic Kids
9780141325293,Author,Rudyard Kipling
9780141325293,IllustratorIntroduction by,Christopher Paolini
9780007151332,Author,Tony Buzan
9781609581831,Author,"Dr Lynda Madison, Ph.D."
9780147510426,Author,William Kamkwamba
9780147510426,IllustratorAuthor,Bryan Mealer
9780147510426,Illustrator,Anna Hymas
9780545227735,Author,Thea Stilton
9781408855898,Author,J. K. Rowling
9780142411902,Author,Nancy Springer
9780545685399,Author,"Tui,T Sutherland"
9780439376105,Author,Dav Pilkey
9780061477973,Author,Diana Wynne Jones
9788498382662,Author,J. K. Rowling
9780141344379,Author,Rick Riordan
9780689853548,Author,E L Konigsburg
9781444900941,Author,Cressida Cowell
9780141335674,Author,Rick Riordan
9780340999097,Author,Cressida Cowell
9780064409391,Author,C. S. Lewis
9780141367286,Author,Rick Riordan
9783551354013,Author,J. K. Rowling
9783551354013,IllustratorTranslated by,Klaus Fritz
9780142414088,Author,Judith Kerr
9780142401132,Author,Eleanor Coerr
9780142401132,Illustrator,Ronald Himler
9781609589035,Author,Nancy Holyoke
9781405268394,Author,Minecraft
9781444900637,Author,L.J. Smith
9780062362223,Author,J. M Barrie
9780062362223,Illustrator,MinaLima Ltd.
9780141369792,Author,Robin Stevens
9780312369811,Author,Natalie Babbitt
9780439376143,Author,"Pilkey, Dav"
9780141369723,Author,Robin Stevens
9781901923902,Author,Christiane Kerr
9781444913989,Author,Cressida Cowell
9780545980258,Author,Geronimo Stilton
9780007395200,Author,Lois Lowry
9781408880715,Author,J. K. Rowling
9780340999103,Author,Cressida Cowell
9780440416791,Author,Louise Fitzhugh
9780571226122,Author,Ted Hughes
9780571226122,Illustrator,Andrew Davidson
9780736421775,Author,Michael Teitelbaum
9780736421775,Illustrator,Sue DiCicco
9780141369822,Author,Robin Stevens
9780007326037,Author,Derek Landy
9780064400022,Author,Laura Ingalls Wilder
9780062208972,Author,Conn Iggulden
9780061119064,Author,Lemony Snicket
9780811876650,Author,Annie Barrows
9780811876650,Illustrator,Sophie Blackall
9781444929706,Author,Enid Blyton
9780312346591,Author,H I Larry
9780312346591,Illustrator,Ash Oswald
9780486281520,Author,Martin Gardner
9780439796644,Author,Michael Morpurgo
9781741141047,Author,Shushann Movsessian
9781849059978,Author,Lauren Brukner
9780007230594,Author,Michael Morpurgo
9780440867418,Author,John Flanagan
9781444004878,Author,Rene Goscinny
9781444004878,Illustrator,Albert Uderzo
9780340999127,Author,Cressida Cowell
9781407124414,Author,Liz Pichon
9780440406945,Author,Ingri D'Aulaire
9780440406945,IllustratorAuthor,Edgar Parin d'Aulaire
9780340996928,Author,Cressida Cowell
9781848452398,Author,Maria V. Snyder
9780147514028,Author,Johanna Spyri
9781444924862,Author,Enid Blyton
9781444924862,IllustratorAuthor,Anne Digby
9780736423625,Author,RH Disney
9780736423625,Illustrator,Ron Dias
9780752866277,Author,Rene Goscinny
9780752866277,Illustrator,Albert Uderzo
9780857072184,Author,Rachel Renee Russell
9781405229258,Author,Michael Morpurgo
9781405216340,Author,Antoine de Saint-Exupery
9780312346553,Author,H I Larry
9780312346553,Illustrator,Ash Oswald
9780008156312,Author,Ross Welford
9780749707231,Author,Antoine de Saint-Exupery
9780440868354,Author,Jacqueline Wilson
9780140370997,Author,Paul Jennings
9780099572794,Author,Arthur Ransome
9780425193792,Author,Judy Blume
9780448443010,Author,Roberta Edwards
9780448443010,IllustratorAuthor,Who Hq
9780448443010,Illustrator,True Kelley
9780007115617,Author,C. S. Lewis
9780007115617,Illustrator,Pauline Baynes
9780007115617,IllustratorContributions by,Cliff Nielsen
9780141342559,Author,Rick Riordan
9780316359405,Author,Herge
9780440420477,Author,Jeanne Birdsall
9781419705847,Author,Jeff Kinney
9781471144585,Author,Rachel Renee Russell
9780142414125,Author,Greg Mortenson
9780064400015,Author,Laura Ingalls Wilder
9780141362250,Author,Rick Riordan
9780141369693,Author,Robin Stevens
9780590353427,Author,J. K. Rowling
9780375847530,Author,Lynne Reid Banks
9780061960901,Author,Beverly Cleary
9780061960901,Illustrator,Jacqueline Rogers
9781426325427,Author,National Geographic Kids
9781909489400,Author,James Dashner
9780349132235,Author,Chris Colfer
9780147513991,Author,Frances Hodgson Burnett
9780439376129,Author,Dav Pilkey
9780142401200,Author,Ellen Raskin
9780141321011,Author,Roger Lancelyn Green
9780141321011,IllustratorIntroduction by,David Almond
9780007275687,Author,Diana Wynne Jones
9780007554485,Author,David Baddiel
9780007554485,Illustrator,Jim Field
9780439049962,Author,Dav Pilkey
9780440867388,Author,John Flanagan
9780316358453,Author,Herge Herge
9780752866079,Author,Rene Goscinny
9780752866079,Illustrator,Albert Uderzo
9780007267002,Author,Michael Morpurgo
9780007267002,Illustrator,Michael Foreman
9780141321608,Author,Edith Nesbit
9780141321608,IllustratorIntroduction by,Jacqueline Wilson
9780752866130,Author,Rene Goscinny
9780752866130,Illustrator,Albert Uderzo
9780375822667,Author,Mary Pope Osborne
9780786838653,Author,Rick Riordan
9780007480210,Author,Derek Landy
9780811849098,Author,Annie Barrows
9780811849098,Illustrator,Sophie Blackall
9780007589203,Author,Sophie Cleverly
9780062379825,Author,Neil Gaiman
9780062379825,Illustrator,Chris Riddell
9780789318541,Author,Miroslav Sasek
9781444004908,Author,Rene Goscinny
9781444004908,Illustrator,Albert Uderzo
9780141321028,Author,L. Frank Baum
9780141321028,IllustratorIntroduction by,Cornelia Funke
9780061478772,Author,Diana Wynne Jones
9780440867401,Author,John Flanagan
9780141328034,Author,Eoin Colfer
9781465420275,Author,Emma Grange
9781471143847,Author,Rachel Renee Russell
9781608866878,Author,ND Stevenson
9781608866878,IllustratorAuthor,Shannon Watters
9781608866878,IllustratorAuthor,Grace Ellis
9781608866878,Illustrator,Gus A Allen
9781426307683,Author,Steve Tomecek
9781426307683,IllustratorAuthor,NATIONAL GEOGRAPHIC KIDS
9781408855904,Author,J. K. Rowling
9780316003742,Author,Herge
9780006745112,Author,Michael Morpurgo
9780857073525,Author,Rachel Renee Russell
9780141339252,Author,Rick Riordan
9780349132259,Author,Chris Colfer
9781433819308,Author,Claire A. B. Freeland
9781433819308,IllustratorAuthor,Jacqueline B. Toner
9781433819308,Illustrator,Janet McDonnell
9781846164835,Author,Adam Blade
9781250070654,Author,Andy Griffiths
9781250070654,Illustrator,Terry Denton
9780316358378,Author,Herge Herge
9780316358354,Author,Herge Herge
9780141329819,Author,J M Barrie
9781426309304,Author,National Geographic Kids
9780440867395,Author,John Flanagan
9781933339092,Author,Susan Wise Bauer
9780439050005,Author,Dav Pilkey
9780375869020,Author,R. J. Palacio
9780142413906,Author,Nancy Springer
9781408855911,Author,J. K. Rowling
9781481409339,Author,L. M. Montgomery
9780789310637,Author,Miroslav Sasek
9780545349260,Author,"Tui,T Sutherland"
9780062104908,Author,Soman Chainani
9780062104908,Illustrator,Iacopo Bruno
9781862304796,Author,Bear Grylls
9781934968628,Author,Kumon
9780752866116,Author,Rene Goscinny
9780752866116,Illustrator,Albert Uderzo
9781484726389,Author,Disney Book Group
9781484726389,Illustrator,Disney Storybook Art Team
9781405920025,Author,Justin Richards
9780316406826,Author,Christopher Colfer
9780007589227,Author,Sophie Cleverly
9780007131044,Author,Michael Morpurgo
9781933241531,Illustrated by,Michiko Tachimoto
9781849054324,Author,Kay Al-Ghani
9781849054324,Illustrator,Haitham Al-Ghani
9781933241586,Author,Kumon
9780007589180,Author,Sophie Cleverly
9780140361247,Author,A. A. Milne
9780140361247,Illustrator,Ernest H. Shepard
9780375822742,Author,Jeanne Duprau
9780544656499,Author,Antoine De Saint-exupery
9780007182466,Author,Michael Morpurgo
9780007182466,Illustrator,Michael Foreman
9780141325286,Author,Roger Lancelyn Green
9780141325286,IllustratorIntroduction by,Rick Riordan
9780141332598,Author,Roger Lancelyn Green
9780141332598,IllustratorIntroduction by,Michael Rosen
9780141332598,IllustratorEdited by,Roger Green
9780340681107,Author,Enid Blyton
9781471143953,Author,Rachel Renee Russell
9780140326093,Author,Astrid Lindgren
9781421530543,Author,Hidenori Kusaka
9781421530543,Illustratorartist,Mato
9780763648480,Author,Jeannie Baker
9781444004915,Author,Rene Goscinny
9781444004915,Illustrator,Albert Uderzo
9780752866154,Author,Rene Goscinny
9780752866154,Illustrator,Albert Uderzo
9780752866352,Author,Rene Goscinny
9780752866352,Illustrator,Albert Uderzo
9780141354859,Author,Clive King
9780141354859,Illustrator,Edward Ardizzone
9781844140800,Author,Sara Wernham
9781844140800,IllustratorAuthor,Sue Lloyd
9781844140800,Illustrator,Lib Stephen
9780007489237,Author,Derek Landy
9780545440202,Author,Thea Stilton
9781408865262,Author,J. K. Rowling
9781447262923,Author,Judy Blume
9780448464961,Author,Carolyn Keene
9781933241555,Author,Kumon
9781419712173,Author,Cece Bell
9781250026903,Author,Andy Griffiths
9781250026903,Illustrator,Terry Denton
9780007339587,Author,Michael Morpurgo
9780316036733,Author,Trenton Lee Stewart
9780316036733,Illustrator,Diana Sudyka
9780789481917,Author,Anthony Browne
9781449402327,Author,Lincoln Peirce
9781405273534,Author,Mojang AB
9780312608897,Author,Tove Jansson
9780312608897,IllustratorTranslated by,Elizabeth Portch
9781609587451,Author,Nancy Holyoke
9781609587451,IllustratorAuthor,Judy Woodburn
9780545556255,Author,Geronimo Stilton
9780316358460,Author,Herge Herge
9780316358361,Author,Herge Herge
9780486271101,Author,Patricia J. Wynne
9781402217753,Author,Francesca Simon
9781402217753,Illustrator,Tony Ross
9780698118027,Author,Eleanor Coerr
9780698118027,Illustrator,Ronald Himler
9781406360202,Author,Anthony Horowitz
9780141322575,Author,J M Barrie
9781870946858,Author,Sara Wernham
9781870946858,IllustratorAuthor,Sue Lloyd
9781870946858,Illustrator,Lib Stephen
9781444935165,Author,Enid Blyton
9780486420608,Author,Barbara Soloff Levy
9780142409336,Author,Nancy Springer
9780545208895,Author,"Kibuishi, Kazu"
9780340681077,Author,Enid Blyton
9781444004250,Author,Albert Uderzo
9781444008388,Author,Rene Goscinny
9781444008388,Illustrator,Albert Uderzo
9781484732748,Author,Rick Riordan
9781250010179,Author,Andy Griffiths
9781250010179,Illustrator,Terry Denton
9780439813785,Author,Brian Selznick
9781408855928,Author,J. K. Rowling
9780316358569,Author,Herge Herge
9780545200844,Author,Scholastic
9780545200844,IllustratorEdited by,Virginia Dooley
9780545208871,Author,Kazu Kibuishi
9781442489677,Author,Susan Cooper
9780007122721,Author,Jackie French
9780545349246,Author,"Sutherland, Tui T."
9781444004267,Author,Albert Uderzo
9780440868514,Author,Jacqueline Wilson
9780440868514,Illustrator,Nick Sharratt
9780440229087,Author,David Almond
9781444008364,Author,Rene Goscinny
9781444008364,Illustrator,Albert Uderzo
9781742372914,Author,Anna Fienberg
9781742372914,IllustratorAuthor,Barbara Fienberg
9781742372914,IllustratorAuthor,Kim Gamble
9780545481878,Author,Thea Stilton
9781406346930,Author,Nicola Morgan
9780142409855,Author,Donald J. Sobol
9780394823379,Author,Dr. Seuss
9781471143830,Author,Rachel Renee Russell
9780340681176,Author,Enid Blyton
9780316358323,Author,Herge Herge
9780552559584,Author,Lucy Hawking
9780552559584,IllustratorAuthor,Stephen Hawking
9780545200837,Author,Scholastic
9780545200837,IllustratorEdited by,Virginia Dooley
9780448462110,Author,Pam Pollack
9780448462110,IllustratorAuthor,Meg Belviso
9780448462110,IllustratorAuthor,Who HQ
9780448462110,Illustrator,John O'Brien
9780316359443,Author,Herge
9781405233378,Author,Michael Morpurgo
9780316045506,Author,Trenton Lee Stewart
9780316045506,Illustrator,Diana Sudyka
9781934968390,Author,Kumon
9780007267026,Author,Michael Morpurgo
9780439846837,Author,Kazu Kibuishi
9780547237657,Author,Ms Jacqueline Davies
9780552557849,Author,Jacqueline Wilson
9780552557849,Illustrator,Nick Sharratt
9780141321073,Author,Lewis Carroll
9780141321073,IllustratorIntroduction by,Chris Riddell
9780062334206,Author,Herman Parish
9780062334206,Illustrator,Lynne Avril
9780448479132,Author,Janet B. Pascal
9780448479132,IllustratorAuthor,Who Hq
9780448479132,Illustrator,Tim Foley
9780439636537,Author,Michael Morpurgo
9780141340760,Author,Eoin Colfer
9780545103749,Author,"Stilton, Geronimo"
9780752866314,Author,Rene Goscinny
9780752866314,Illustrator,Albert Uderzo
9780440869276,Author,Jacqueline Wilson
9780440869276,Illustrator,Nick Sharratt
9780440461265,Author,Marjorie Weinman Sharmat
9780440461265,Illustrator,Marc Simont
9780440869283,Author,Jacqueline Wilson
9780440869283,Illustrator,Nick Sharratt
9780545433150,Author,"Kibuishi, Kazu"
9780061246470,Author,Beverly Cleary
9780061246470,Illustrator,Jacqueline Rogers
9780679847595,Author,Noel Streatfeild
9780545103763,Author,Geronimo Stilton
9780552554435,Author,Jacqueline Wilson
9780552554435,Illustrator,Nick Sharratt
9781406360219,Author,Anthony Horowitz
9780142401118,Author,Jean Craighead George
9780007453573,Author,David Walliams
9780007453573,Illustrator,Tony Ross
9780141354934,Author,Madeleine L'Engle
9780375858246,Author,Rob Buyea
9781444791532,Author,Jasmine Warga
9780147515872,Author,Lewis Carroll
9780752866178,Author,Rene Goscinny
9780752866178,Illustrator,Albert Uderzo
9781933241562,Author,Kumon
9780152051600,Author,Anne Holm
9780152051600,IllustratorTranslated by,L.W. Kingsland
9780545208857,Author,Kazu Kibuishi
9780552573504,Author,John Boyne
9780141339139,Author,Eoin Colfer
9780590446839,Author,Joanna Cole
9780590446839,Illustrator,Bruce Degen
9780552566391,Author,Bear Grylls
9780563477389,Author,BBC
9780563477389,IllustratorAuthor,C.S. Lewis
9780563477389,IllustratorRead by,Full Cast
9780563477389,IllustratorRead by,Maurice Denham
9780563477389,IllustratorRead by,Stephen Thorne
9780141329994,Author,Rick Riordan
9781444009668,Author,Albert Uderzo
9781843102069,Author,Jude Welton
9781843102069,IllustratorForeword by,Elizabeth Newson
9781843102069,Illustrator,Jane Telford
9781609581657,Revised by,Dr Cara Natterson
9780062503985,Author,Maureen Garth
9781408855935,Author,J. K. Rowling
9780448444826,Author,Ann Abramson
9780448444826,IllustratorAuthor,Who HQ
9780448444826,Illustrator,Nancy Harrison
9781402222757,Author,Francesca Simon
9781402222757,Illustrator,Tony Ross
9781449407186,Author,Lincoln Peirce
9780060097912,Author,Jeff Brown
9780448437651,Author,Margaret Frith
9780448437651,IllustratorAuthor,Who HQ
9780448437651,Illustrator,John O'Brien
9780547534268,Author,Linda Sue Park
9780545813877,Author,Ann M. Martin
9780545813877,Illustrator,Raina Telgemeier
9781933390949,Author,R a Montgomery
9780062104939,Author,Soman Chainani
9780062104939,Illustrator,Iacopo Bruno
9781575424941,Author,Elizabeth Verdick
9781408855959,Author,J. K. Rowling
9781616991289,Author,Duncan Levy
9780811849111,Author,Annie Barrows
9780811849111,Illustrator,Sophie Blackall
9781471144752,Author,Rachel Renee Russell
9781433542442,Author,Kevin Deyoung
9781433542442,Illustrator,Don Clark
9781408855942,Author,J. K. Rowling
9780141374192,Author,Robert Louis Stevenson
9780316358484,Author,Herge Herge
9780316358514,Author,Herge Herge
9781862304826,Author,Bear Grylls
9780340681084,Author,Enid Blyton
9781423121718,Author,Rick Riordan
9780064407052,Author,Gail Carson Levine
9780552546072,Author,Terry Pratchett
9780439443838,Author,Cynthia Lord
9780811862509,Author,Annie Barrows
9780811862509,Illustrator,Sophie Blackall
9781853260117,Author,Mark Twain
9781853260117,IllustratorSeries edited by,Dr Keith Carabine
9781853260117,IllustratorIntroduction and notes by,Stuart Hutchinson
9781444000948,Author,Rene Goscinny
9781444000948,Illustrator,Albert Uderzo
9781590171257,Author,Ingri D'Aulaire
9780007554546,Author,David Baddiel
9780007554546,Illustrator,Jim Field
9780140317206,Author,Astrid Lindgren
9780140317206,IllustratorTranslated by,Patricia Crampton
9780064405171,Author,Sharon Creech
9781841462301,Author,Paddy Gannon
9781401925758,Author,Deepak Chopra
9781401925758,IllustratorOther,Kristina Tracy
9780316381307,Author,Svetlana Chmakova
9781862304819,Author,Bear Grylls
9780141321127,Author,Frances Hodgson Burnett
9780141321127,IllustratorIntroduction by,Adeline Yen Mah
9780007450657,Author,Michael Morpurgo
9780545813891,Author,Ann M. Martin
9780545813891,Illustrator,Raina Telgemeier
9781596434462,Author,Ben Hatke
9781405233385,Author,Michael Morpurgo
9781408882221,Author,J. K. Rowling
9781609587383,Author,Patti Kelley Criswell
9781609587383,Illustrator,Angela Martini
9781449425661,Author,Lincoln Peirce
9780448450520,Author,Whitney Stewart
9780448450520,IllustratorAuthor,Who HQ
9780448450520,Illustrator,Nancy Harrison
9780448479330,Author,Pam Pollack
9780448479330,IllustratorAuthor,Who HQ
9780448479330,Illustrator,Stephen Marchesi
9780553213133,Author,L. M. Montgomery
9780545103671,Author,Thea Stilton
9780394800790,Author,Dr. Seuss
9780385738101,Author,Bill Bryson
9780141339115,Author,Eoin Colfer
9780147510488,Author,Kimberly Brubaker Bradley
9780316358408,Author,Herge Herge
9780399559181,Author,R. J. Palacio
9780340681206,Author,Enid Blyton
9780752866239,Author,Rene Goscinny
9780752866239,Illustrator,Albert Uderzo
9780141321103,Author,Mark Twain
9780141321103,IllustratorIntroduction by,Richard Peck
9780007462704,Author,Lincoln Peirce
9781409365426,Author,Carol Vorderman
9780007951185,Author,Katherine Applegate
9780060760908,Author,Rita Williams-Garcia
9780380791712,Author,Louis Sachar
9780380791712,Illustrator,Adam McCauley
9780448431444,Author,Gare Thompson
9780448431444,IllustratorAuthor,Who Hq
9780448431444,Illustrator,Nancy Harrison
9781933241579,Illustrated by,Michiko Tachimoto
9780141339146,Author,Eoin Colfer
9780062389503,Author,Rudyard Kipling
9780062389503,Illustrator,MinaLima
9780440869856,Author,Jacqueline Wilson
9780440869856,Illustrator,Nick Sharratt
9781338032918,Author,Geronimo Stilton
9780007489442,Author,Holly Smale
9781416985846,Author,Stephen Hawking
9781416985846,IllustratorAuthor,Lucy Hawking
9781416985846,Illustrator,Garry Parsons
9781849056342,Author,Danuta Bulhak-Paterson
9781849056342,IllustratorAfterword by,Dr Anthony Attwood
9781849056342,Illustrator,Teresa Ferguson
9781471144028,Author,Rachel Renee Russell
9780141343372,Author,Charlie Higson
9780545433167,Author,Kazu Kibuishi
9780064400039,Author,Laura Ingalls Wilder
9780141329017,Author,Hans Christian Andersen
9780141329017,IllustratorTranslated by,Naomi Lewis
9780141329017,IllustratorIntroduction by,Jan Pienkowski
9780316358149,Author,Herge
9780142422861,Author,Holly Goldberg Sloan
9781934968772,Author,Eno Sarris
9781609806064,Author,Cory Silverberg
9781609806064,Illustratorartist,Fiona Smyth
9780142417225,Author,John Grisham
9781933241593,Author,Kumon
9781409302834,Author,William Murray
9781408869123,Author,J. K. Rowling
9781471144776,Author,Rachel Renee Russell
9780448449074,Author,Roberta Edwards
9780448449074,IllustratorAuthor,Who Hq
9780448449074,Illustrator,Stephen Marchesi
9781870946964,Author,Sara Wernham
9781870946964,IllustratorAuthor,Sue Lloyd
9781870946964,Illustrator,Lib Stephen
9780007597284,Author,Lois Lowry
9780007478279,Author,Lincoln Peirce
9781570548307,Author,Doug Stillinger
9780141376554,Author,Siobhan Dowd
9781444934823,Author,Enid Blyton
9780439598408,Author,Greg Tang
9780439598408,Illustrator,Harry Briggs
9781402217784,Author,Francesca Simon
9781402217784,Illustrator,Tony Ross
9780380810956,Author,Neil Gaiman
9780380810956,Illustrator,Dave McKean
9781408869130,Author,J. K. Rowling
9780316358330,Author,Herge Herge
9780545823364,Author,Geronimo Stilton
9780545341059,Author,Thea Stilton
9781444929843,Author,Enid Blyton
9781444929843,IllustratorAuthor,Anne Digby
9781471144035,Author,Rachel Renee Russell
9781421542423,Author,Akira Himekawa
9781409347019,Author,Carol Vorderman
9781506700137,Author,Gene Luen Yang
9781406360226,Author,Anthony Horowitz
9780752875484,Author,Albert Uderzo
9781933916972,Author,Carol McCloud
9781933916972,IllustratorAuthor,Karen Wells
9781933916972,Illustrator,Penny Weber
9780141359809,Author,Noel Streatfeild
9780141327792,Author,Oscar Wilde
9780141327792,IllustratorIntroduction by,Markus Zusak
9780141327792,Illustrator,Lars Bo
9780141336534,Author,Frances Hodgson Burnett
9780316085304,Author,Cressida Cowell
9781338032901,Author,Thea Stilton
9781783443055,Author,Julian Clary
9781783443055,Illustrator,David Roberts
9780862782061,Author,Marita Conlon-McKenna
9780862782061,IllustratorCover design or artwork by,Pj Lynch
9780862782061,Illustrator,Donald Teskey
9781849416306,Author,Jacqueline Harvey
9780752888767,Author,Rene Goscinny
9780752888767,Illustrator,Albert Uderzo
9781449420437,Author,Lincoln Peirce
9780448431048,Author,Yona Zeldis Mcdonough
9780448431048,IllustratorAuthor,Who Hq
9780448431048,Illustrator,Carrie Robbins
9780862782832,Author,Marita Conlon-McKenna
9780862782832,IllustratorCover design or artwork by,Pj Lynch
9780862782832,Illustrator,Donald Teskey
9780141321080,Author,Louisa May Alcott
9780141321080,IllustratorIntroduction by,Louise Rennison
9780062288912,Author,Dan Gutman
9780062288912,Illustrator,Jim Paillot
9780141331461,Author,Rick Riordan
9780316358521,Author,Herge Herge
9780099596783,Author,James Patterson
9780763672522,Author,Jill Murphy
