id,guid,name,image,isbn,rating,review_count,book_format,language,price,description,stock_available,amazon_bestseller,bestseller_age1,bestseller_age2,bestseller_age3,bestseller_age4,bestseller_age5,bestseller_age6,most_borrowed,borrowed_age1,borrowed_age2,borrowed_age3,borrowed_age4,borrowed_age5,borrowed_age6,suggestion_age1,suggestion_age2,suggestion_age3,suggestion_age4,suggestion_age5,suggestion_age6,tag1,series_id,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,age_group_6
1805,,Cinderella,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7214/9780721451251.jpg,9780721451251,4,7,Hardback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1806,,Cleopatra,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746063255.jpg,9780746063255,4.05,79,Hardback,English,₹ 822.66,"In the land of pharaohs and pyramids, Cleopatra is a princess with an uncertain future. When her own brother tries to kill her, she realizes she can't trust anyone. A vivid account of the life and times of Cleopatra with lively dialogue and full colour illustrations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1807,,Crusaders,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746079041.jpg,9780746079041,4.12,17,Hardback,English,₹ 778.13,"Lively account of the Crusaders, with exciting descriptions of the main people, places and battles, including the peasant's crusade and the siege of Jerusalem. Includes maps and timelines. Vividly illustrated by Emmanuel Cerisier. Young Reading Series Three are for confident readers who still need to gain the stamina needed for standard length books. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton and a history consultant.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1808,,D-Day,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409582236.jpg,9781409582236,4.02,242,Hardback,English,₹ 864.20,"The story of D-Day - the Normandy beach landings which saw the start of the Allies' major offensive against German forces - specially written for readers of 9 and up. Published in association with the Imperial War Museums and full of photographs, maps and full-colour illustrations, this is a great introduction to the story of D-Day. Includes internet links to specially selected websites where children can access additional information and resources. Ideal for those who prefer history to fiction.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1809,,David Copperfield,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746085639.jpg,9780746085639,4.21,66,Hardback,English,₹ 718.18,"The dramatic story of a young boy's escape from an unhappy childhood into the adventures of an adult life, full of unforgettable characters from the cruel Mr Mudstone, the formidable Aunt Betsey and worm-like Uriah Heap. The classic Charles Dickens novel retold for children ready to tackle longer and more complex stories. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1810,,Don Quixote,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409506744.jpg,9781409506744,4.1,10,Hardback,English,₹ 476.48,"The classic story of misadventure by Miguel de Cervantes Saavedra retold for children ready to tackle longer and more complex stories. Don Quixote thinks he's a knight, just like in the days of old - he even has a squire. Of course, these days, there are no dragons to fight, but a thing like that doesn't stop him, as he drags his squire on one madcap adventure after another... Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1811,,Dracula,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409509318.jpg,9781409509318,4.07,28,Hardback,English,₹ 808.81,A dramatic retelling of Bram Stoker's classic horror story retold for children ready to tackle longer and more complex stories. Jonathan Harker has no idea of the horrors that await him in Castle Dracula. An ancient evil is alive and hungry for new blood. Can Jonathan and his friends defeat it? Each scene is vividly brought to life with Victor Tavares' illustrations and the CD contains an atmospheric reading with sound effects. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1812,,"East of the Sun, West of the Moon",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746096307.jpg,9780746096307,4.36,96,Hardback,English,₹ 904.92,"The Norwegian folk tale retold for children growing in reading confidence and ability. A young girl sets out with a great white bear on a journey to the ends of the earth. She visits enchanted castles, rides the wind and battles with a troll queen - all for the sake of true love. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,-1,0,1,1,0,0,0
1813,,First World War,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409520832.jpg,9781409520832,3.96,24,Paperback,English,"₹ 1,056.96",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1814,,Florence Nightingale,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746063279.jpg,9780746063279,4.31,74,Hardback,English,₹ 793.28,"The remarkable story of Florence Nightingale, from her privileged childhood to the horrors of her work in the Crimea and as a hospital reformer. Retold in a lively, vivid style with evocative, full colour pictures and links to recommended websites to find out more. Part of Young Reading Series 3 for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1815,,Frankenstein,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746089446.jpg,9780746089446,3.68,44,Hardback,English,₹ 804.62,"The classic horror story by Mary Shelley retold for children ready to tackle longer and more complex stories. Victor Frankenstein dreams of creating life. As lightning flashes across the sky, his creature stirs. Will it be the perfect being he imagines, or a monster? Each scene is atmospherically brought to life with Victor Tavares' illustrations. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1816,,Ghosts,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794508760.jpg,9780794508760,3.82,28,Paperback,English,"₹ 7,651.68","In three tales, Mr. Slate has plans for Shiversham Hall, Tammy Tremble learns how to be a ghost, and Harry Hall haunts Glen's television.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,14260,0,1,1,0,0,0
1817,,Gingerbread Man,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7214/9780721451688.jpg,9780721451688,3.67,9,Paperback,English,"₹ 1,331.28",Not available,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1818,,Gladiators,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746068304.jpg,9780746068304,4.12,26,Hardback,English,₹ 808.81,"A history of the often brutal world of the gladiators written in an engaging narrative style and containing full colour illustrations throughout. Includes details of the different types of gladiators, their costumes and weaponry, famous gladiators and the arenas in which they fought. Part of Young Reading Level 3, created for children ready to tackle longer stories and more diverse subjects. Developed in conjunction with reading experts from Roehampton University. Internet-links to recommended websites to find out more about this fascinating world.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1819,,Great Expectations,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746085547.jpg,9780746085547,4.1,20,Hardback,English,₹ 732.02,"Orphaned Pip lives a humble life with his sister and her husband, until a fateful encounter causes his life to change irrevocably. Will his great expectations be fulfilled? The classic Charles Dickens novel retold for children ready to tackle longer and more complex stories. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1820,,Gulliver's Travels,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080696.jpg,9780746080696,3.37,547,Hardback,English,₹ 822.66,"A re-telling of the classic Jonathan Swift story told for children growing in reading confidence and ability. Gulliver sets off on the adventure of a lifetime - and meets miniature people, civil war and a price upon his head. Will he make it back in one piece? Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. Also available with an audio CD with a dramatic listen-along recording with music and sound effects, followed by a read-along version with prompts for page turns.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1821,,Hamlet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746096116.jpg,9780746096116,4.2,160,Hardback,English,₹ 836.50,"Shakespeare's classic story retold for children growing in reading confidence and ability. When a ghostly figure appears to Prince Hamlet, he discovers the dreadful truth about his father's death. His quest for revenge leads him into a world of mayhem, madness and murder. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. With links to recommended websites for children to find out more about Shakespeare and the play.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1822,,Henry VIII,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409598862.jpg,9781409598862,4.38,8,Hardback,English,₹ 822.66,"A lively and intriguing biography of Henry VIII, full of fascinating facts, famous paintings and photos of historical artefacts that bring history to life. Discover Henry's life as a young prince at Tudor court, the religious conflicts of his reign, the fates of each of his six wives and his lasting legacy as one of England's most famous kings.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1823,,Hercules The World's Strongest Man,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409522355.jpg,9781409522355,3.97,32,Hardback,English,₹ 822.66,"A retelling of the action-packed story of Hercules as he completes his most famous set of challenges: the Twelve Tasks. Aimed at children whose reading ability and confidence allows them to tackle longer and more complex stories. Developed in consultation with reading experts from Roehampton University. Part of the Usborne Reading Programme, now comprising over 250 books for children learning to read.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1824,,House of Shadows,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080269.jpg,9780746080269,3.79,29,Hardback,English,"₹ 2,064.42","A spooky story for children growing in reading confidence and ability. Kit and Ned's new home looks perfectly normal from the outside, but inside swirling mists reveal glimpses of its shadowy past. Can the children uncover the house's chilling secret in time? Spookily illustrated by Adrienne Kern. Usborne Young Reading has been developed with reading experts from Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1825,,Jane Eyre,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409539643.jpg,9781409539643,4.25,20,Hardback,English,₹ 878.04,The much-loved story by Charlotte Bronte retold for children ready to tackle longer and more complex stories. A wonderful introduction to the mystery and romance of this classic story. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. Includes information about the life and times of the Bronte sisters.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1826,,Jason and The Golden Fleece,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080771.jpg,9780746080771,3.91,43,Hardback,English,₹ 822.66,"The classic Greek myth re-told for children growing in reading confidence. When Jason is sent on a quest for the Golden Fleece, he doesn't expect it to involve clashing rocks, man-eating birds and a murderous king. Featuring the colourful illustrations of Stephen Cartwright. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1827,,Journey to the Centre of the Earth,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409535904.jpg,9781409535904,3.88,8,Hardback,English,₹ 718.18,"Intrepid explorer Professor Liedenbrock leads a dramatic expedition to an Icelandic volcano, where a secret tunnel leads to the very centre of the earth... A rip-roaring retelling of Jules Verne's classic sci-fi adventure story, specially written for children growing in reading confidence. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1828,,Julius Caesar,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746075104.jpg,9780746075104,3.97,31,Hardback,English,₹ 778.13,"Spanning the life of the great leader from his teens to his brutal assassination, and featuring events such as Caesar's capture by pirates as a young man, his military successes across Europe, encounters with Cleopatra and becoming dictator of Rome. A captivating title in this hugely entertaining and informative series. Part of Young Reading Level 3, created for children ready to tackle longer stories and more diverse subjects. Developed in conjunction with reading experts from Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1829,,Kidnapped,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409535942.jpg,9781409535942,4.02,49,Hardback,English,₹ 904.92,"An action-packed retelling of Robert Louis Stevenson's famous adventure, specially written for readers ready to tackle longer stories on their own. The classic story of kidnap, shipwreck and survival in the wild Scottish Highlands, accompanied by atmospheric illustrations to bring the text to life. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. With internet links to find out more about the life and times of Robert Louis Stevenson.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1830,,King Solomon's Mines,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409535898.jpg,9781409535898,3.75,4,Hardback,English,"₹ 1,706.23","A thrilling retelling of the classic adventure story by H. Rider Haggard, for children ready to tackle longer and more complex stories. Allan Quatermain's search for a missing aristocrat leads to a heart-stopping African adventure through scorched deserts, frozen mountains and a warring lost tribe. But the greatest dangers of all await at the chilling King Solomon's mines... Full of action and excitement, skilfully brought to life by colourful, modern illustrations. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1831,,Leonardo da Vinci,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746074428.jpg,9780746074428,3.75,12,Hardback,English,₹ 878.04,"Vividly describes the life of da Vinci, from his country childhood to his amazing legacy and explores many of his works of art, science, mechanics and architecture. The story of Leonardo da Vinci's life and works, for children ready to tackle longer and more complex stories. Illustrated with photographs of real-life locations, artwork illustrations by Christina Uzner and reproductions of Leonardo's most famous works. Developed in consultation with reading experts from Roehampton University and a distinguished art historian. With internet links to recommended websites.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1832,,Les Miserables,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474938020.jpg,9781474938020,4.36,11,Hardback,English,₹ 628.81,"A reformed convict, a policeman bent on revenge and a lonely orphan come together in Victor Hugo's classic novel, vividly retold for newly independent readers by Mary Sebag-Montefiore. Lives change for the better - or for the worse - against the turmoil of revolutionary France. With internet links to find out more about the story and life in France at the time.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1833,,Little Dorrit,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409506799.jpg,9781409506799,3.88,17,Hardback,English,"₹ 1,110.07","The classic story by Charles Dickens retold for children ready to tackle longer and more complex stories. Amy Dorrit grows up in Marshalsea Prison, where her father is imprisoned for debt. But in this classic tale of poverty and wealth, sacrifice and greed, fortunes can change in a moment - even Little Dorrit's. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. With internet links to find out more about the life and times of Charles Dickens.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1834,,Little Women,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746067796.jpg,9780746067796,4.29,21,Hardback,English,₹ 808.81,"A re-telling of the beloved Louisa May-Alcott story for younger children. The inspirational story follows the fortunes of the March sisters as they struggle through the American Civil War and learn the importance of love, family and following their dreams. Usborne Young Reading has been developed with reading experts from Roehampton University. Series 3 is for confident readers. Sturdy hardback and ribbon marker make this incredible value for money.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1835,,Macbeth,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746096123.jpg,9780746096123,4.06,53,Hardback,English,₹ 808.81,"One of Shakespeare's greatest plays retold for children growing in reading confidence and ability. Macbeth is the bravest general in Scotland, and a loyal servant to King Duncan. But then he hears that one day, he could be king himself. Mad with ambition, Macbeth sets out on a bloody path to power. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton. With internet links to find out more about Shakespeare and the play.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1836,,Marie Antoinette,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746064276.jpg,9780746064276,4.07,42,Hardback,English,₹ 602.77,"A lively retelling of the tumultuous life of Marie Antoinette, as she grows from Austrian princess to tragic queen. The story of her life and times is brought to life with compelling narrative, lively dialogue and full-colour illustrations. Part of Young Reading Series 3 for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1837,,Martin Luther King,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746068151.jpg,9780746068151,4.75,4,Hardback,English,₹ 822.66,"Thoughtful introduction to the extraordinary life of Martin Luther King for young readers. Lively narrative text, colourful illustrations and photographs bring the subject alive. Includes essential facts and insightful details to help the reader understand Martin Luther King's life and times, and links to recommended websites with video clips and activities. Part of Young Reading Series 3 for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1838,,Midnight Ghosts,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080276.jpg,9780746080276,3.78,37,Hardback,English,₹ 822.66,"A spine-chilling story for children growing in reading confidence and ability, When Adam and Sally arrive at Twelve Bells End, everything is not entirely what it seems. Soon they learn the truth about the curse of the Midnight family and are involved in a race against time before they become the next victims... Spookily illustrated by Adrienne Kern. Usborne Young Reading has been developed with reading experts from Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1839,,Moonfleet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746084410.jpg,9780746084410,3.84,43,Hardback,English,₹ 808.81,"After stumbling upon a secret laid buried for hundreds of years, John Trenchard finds himself transported into a world of treachery, danger and stolen diamonds. Will he survive and make it home to the girl he loves? The classic story of smuggling and corruption retold for children growing in reading confidence. Evocatively illustrated by Alan Marks. The Usborne Reading Programme was developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1840,,Mystery Mansion,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746080252.jpg,9780746080252,3.5,2,Hardback,English,₹ 822.66,"A chilling story for children growing in reading confidence and ability. When the worst nightmares of the villagers of Nether Bogey seem to be coming true, Harry suspects that something is amiss. Could Mystery Mansion and the shadowy characters who live there have something to do with it? Atmospherically illustrated by Sue Hellard. Usborne Young Reading has been developed with reading experts from Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1841,,Napoleon,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746064245.jpg,9780746064245,3.85,48,Hardback,English,₹ 920.78,"Sent to a military school at nine, Napoleon rapidly rose through the ranks of the French Army. But a brilliant military career wasn't enough. Soon, he had seized control of France - and then he embarked upon a plan to rule all of Europe. Stirring narrative and lively dialogue combine with full-colour illustrations to bring Napoleon's epic story to life. Young readers will be intrigued and excited as they follow Napoleon's remarkable life from a humble Corsican childhood to Emperor of France. Part of Young Reading Series 3 for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1842,,Nelson,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746068175.jpg,9780746068175,3.5,8,Hardback,English,₹ 808.81,"The remarkable story of Horatio Nelson, the greatest naval commander of all time, from boy sailor to beloved national hero. Packed with colourful illustrations, diagrams, maps, battle plans, and a cutaway view of Nelson's ship HMS Victory. Internet links to recommended websites via the Usborne Quicklinks Website. Part of the Usborne Reading Programme Young Reading Series 3 for fully confident readers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1843,,Nelson Mandela,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409523499.jpg,9781409523499,3.67,18,Hardback,English,"₹ 13,135.71","The complete story of the life of Nelson Mandela: one of the most famous names in modern history. Includes insight into Mandela's rural childhood, his time with the ANC, his fight against apartheid, his time undercover as 'The Black Pimpernel', the 27 years he spent in prison and finally his appointment as South Africa's first black president. A moving story of how a country's most wanted fugitive became its greatest leader. Includes internet links to recommended websites to find out more about Mandela's life and times.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1844,,Oliver Twist,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746077078.jpg,9780746077078,4.1,87,Hardback,English,₹ 718.18,"Oliver is growing up in an orphanage... until the day he dares to ask for more. Suddenly, he is cast out into a world of colourful characters, in which he will have to keep his wits about him and even pick pockets to survive. A retelling of the classic story by Charles Dickens, for children growing in their reading confidence and ability. Part of the Usborne Reading Programme, developed with reading experts from Roehampton University.",1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1845,,Othello,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409564386.jpg,9781409564386,4.17,18,Hardback,English,₹ 990.09,"William Shakespeare's tragic play about The Moor of Venice, fully illustrated and retold for young readers. Othello and Desdemonda are deeply in love, but not everyone wants them to live happily ever after. Iago, a scheming soldier, has sworn to destroy Othello. Jealousy, madness and death will follow... Part of the Usborne Reading Programme, this book is written for fully confident readers who are still developing the stamina needed for standard length books.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1846,,Perseus and the Gorgon,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409522331.jpg,9781409522331,4.2,10,Hardback,English,₹ 836.50,"The traditional Greek myth specially retold for children growing in reading confidence. Perseus is determined to rescue Andromeda, even though it means facing the hideous Gorgon, Medusa, whose glare turns warriors to stone... Perfect for children whose reading ability and confidence allows them to tackle longer and more complex stories. Developed in consultation with reading experts from Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1847,,Phantom of the Opera,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746085585.jpg,9780746085585,3.96,"221,174",Hardback,English,₹ 886.90,The famous gothic novel retold for children growing in reading confidence and ability. Deep below the Paris Opera House lurks a secret. Who is the mysterious phantom who haunts the stars of the stage? Hauntingly illustrated by Victor Tavares. Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143690,0,1,1,0,0,0
1848,,Pinocchio,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746063323.jpg,9780746063323,3.4,52,Hardback,English,₹ 822.66,"Beautifully illustrated retelling of this delightful children's classic retold for children growing in reading confidence and ability. Try as he might, Pinocchio just can't stay out of trouble. Is he doomed to be a wooden puppet forever? Part of the Usborne Reading Programme developed with reading experts at the University of Roehampton.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1849,,Pirate Adventures,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794514471.jpg,9780794514471,3.82,22,Paperback,English,"₹ 7,651.68","Three stories about pirates and their adventures include a pirate who falls for a trick while trying to break out of prison, a cabin boy with a secret, and a competition among pirates for a chest full of treasure.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1850,,Pompeii,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746068328.jpg,9780746068328,4.27,15,Hardback,English,₹ 779.93,"A vivid retelling of a major historical catastrophe written in an engaging, narrative style with direct speech and speech bubbles. Dramatic illustrations, photos or maps on every page and Internet links to fun websites via the Usborne Quicklinks Website. The Usborne Reading has been developed in consultation with Alison Kelly, Senior Lecturer at Roehampton University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
1851,,Pride and Prejudice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409522362.jpg,9781409522362,4.28,60,Hardback,English,₹ 878.04,A delightful retelling of the much-loved classic by Jane Austen. The Bennett sisters are coming of age and it's time for them to find husbands and take their place in high society. But will everything end up as they hope? Part of the Usborne Young Reading Level Three series aimed at children ready to tackle longer and more complex stories.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143726,0,1,1,0,0,0
1852,,Princess and the Pea,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7945/9780794511555.jpg,9780794511555,3.85,919,Mixed media product,English,"₹ 3,334.34","Prince Patrick, with the help of a witch, designs a test to make sure he marries a real princess. Read by Joanna Eliot. Book available.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Usborne Young Reading,143822,0,1,1,0,0,0
